Kenya,1985,18,18,x,x,x,x,x,x,x,x,46,100.7,x,x
Kenya,1986,18,18,x,x,x,x,x,x,x,x,46,x,x,x
Kenya,1987,18,18,x,x,x,x,x,x,x,x,46,x,x,x
Kenya,1988,18,18,x,x,x,x,x,x,x,x,46,x,x,x
Kenya,1989,18,18,x,x,17.9,26.9,18.8,2.1,21.7,26.2,46,101.8,x,x
Kenya,1990,18,18,x,x,x,x,x,x,x,x,46,100.8,x,x
Kenya,1991,18,18,x,x,x,x,x,x,x,x,45.8,x,x,x
Kenya,1992,18,18,x,x,x,x,x,x,x,x,45.6,x,x,x
Kenya,1993,18,18,x,x,27.3,32.7,x,x,x,x,45.5,101.6,x,x
Kenya,1994,18,18,x,x,x,x,x,x,x,x,45.3,x,x,x
Kenya,1995,18,18,x,x,x,x,x,x,x,x,45.2,100.9,x,x
Kenya,1996,18,18,x,x,x,x,x,x,x,x,45.1,x,x,x
Kenya,1997,18,18,x,x,x,x,x,x,x,x,44.9,100.7,x,x
Kenya,1998,18,18,x,x,31.5,39,x,x,x,x,44.8,100.6,x,x
Kenya,1999,18,18,x,x,x,x,18.7,2.9,22.2,26.4,44.7,105.4,x,x
Kenya,2000,18,18,70.2,77.7,x,x,x,x,x,x,44.5,101,x,x
Kenya,2001,18,18,x,x,x,x,x,x,x,x,44.4,102.9,x,x
Kenya,2002,18,18,x,x,x,x,x,x,x,x,44.2,102.6,x,x
Kenya,2003,18,18,x,x,31.5,39.3,20.3,2,21.4,26.2,44.1,102.4,x,x
Kenya,2004,18,18,x,x,x,x,x,x,x,x,44.4,102.2,x,x
Kenya,2005,18,18,x,x,x,x,x,x,x,x,44.3,100.7,x,x
Kenya,2006,18,18,x,x,x,x,x,x,x,x,44.2,x,x,x
Kenya,2008,18,18,x,x,x,x,12.9,0.5,22,26.6,x,x,x,x
Kenya,2009,18,18,x,x,38.9,45.5,x,x,x,x,x,x,x,x
Korea DPR,1985,17,18,x,x,x,x,x,x,x,x,41.3,104.7,x,x
Korea DPR,1986,17,18,x,x,x,x,x,x,x,x,41.2,x,x,x
Korea DPR,1987,17,18,x,x,x,x,x,x,x,x,41,x,x,x
Korea DPR,1988,17,18,x,x,x,x,x,x,x,x,40.9,x,x,x
Korea DPR,1989,17,18,x,x,x,x,x,x,x,x,40.7,x,x,x
Korea DPR,1990,17,18,x,x,x,x,x,x,x,x,40.6,104.1,x,x
Korea DPR,1991,17,18,x,x,x,x,x,x,x,x,40.3,x,x,x
Korea DPR,1992,17,18,x,x,53,61.9,x,x,x,x,40.1,x,x,x
Korea DPR,1993,17,18,x,x,x,x,x,x,x,x,39.9,105.4,x,x
Korea DPR,1994,17,18,x,x,x,x,x,x,x,x,39.7,x,x,x
Korea DPR,1995,17,18,x,x,x,x,x,x,x,x,39.6,103.7,x,x
Korea DPR,1996,17,18,x,x,x,x,x,x,x,x,39.7,x,x,x
Korea DPR,1997,17,18,x,x,55.8,67.3,x,x,x,x,39.7,x,x,x
Korea DPR,1998,17,18,x,x,x,x,x,x,x,x,39.8,x,x,x
Korea DPR,1999,17,18,x,x,x,x,x,x,x,x,39.8,x,x,x
Korea DPR,2000,17,18,x,x,x,x,x,x,x,x,39.9,103.5,x,x
Korea DPR,2001,17,18,x,x,x,x,x,x,x,x,39.9,x,x,x
Korea DPR,2002,17,18,x,x,58.2,68.6,x,x,x,x,39.9,x,x,x
Korea DPR,2003,17,18,x,x,x,x,x,x,x,x,40,x,x,x
Korea DPR,2004,17,18,x,x,x,x,x,x,x,x,39.3,x,x,x
Korea DPR,2005,17,18,x,x,x,x,x,x,x,x,39.3,102.9,x,x
Korea DPR,2006,17,18,x,x,x,x,x,x,x,x,39.3,x,x,x
Korea DPR,2008,17,18,x,x,x,x,0.3,0,25.5,29,x,x,x,x
Korea Rep,1965,16,18,x,x,14,16,x,x,x,x,x,x,x,x
Korea Rep,1966,16,18,x,x,15,20,x,x,x,x,x,x,x,x
Korea Rep,1970,16,18,x,x,x,x,2.9,0.3,23.3,27.2,x,x,x,x
Korea Rep,1971,16,18,x,x,20.3,24.5,x,x,x,x,x,x,x,x
Korea Rep,1974,16,18,x,x,27,34.9,x,x,x,x,x,x,x,x
Korea Rep,1976,16,18,x,x,32.9,44.2,x,x,x,x,x,x,x,x
Korea Rep,1979,16,18,x,x,43.1,54.5,x,x,x,x,x,x,x,x
Korea Rep,1982,16,18,x,x,47.4,57.7,x,x,x,x,x,x,x,x
Korea Rep,1985,16,18,x,x,59.4,70.4,0.9,0.1,24.7,27.8,37.4,98.3,20949,x
Korea Rep,1986,16,18,x,x,x,x,x,x,x,x,38.1,x,18397,x
Korea Rep,1987,16,18,x,x,x,x,x,x,x,x,39.1,x,14959,x
Korea Rep,1988,16,18,x,x,70.1,77.1,x,x,x,x,39.1,x,12359,x
Korea Rep,1989,16,18,x,x,x,x,x,x,x,x,39.4,x,9566,x
Korea Rep,1990,16,18,x,x,x,x,x,x,x,x,39.3,98.8,8764,x
Korea Rep,1991,16,18,x,x,69.5,79.4,x,x,x,x,39.1,98.8,8695,x
Korea Rep,1992,16,18,x,x,x,x,x,x,x,x,39,98.7,9087,x
Korea Rep,1993,16,18,x,x,x,x,x,x,x,x,39,98.7,8608,x
Korea Rep,1994,16,18,x,x,66.8,77.4,x,x,x,x,39.2,98.6,x,x
Korea Rep,1995,16,18,x,x,x,x,0.8,0.2,26.1,29.3,39.5,99.2,x,x
Korea Rep,1996,16,18,x,x,x,x,x,x,x,x,39.8,98.6,6425,x
Korea Rep,1997,16,18,x,x,69.5,80.5,x,x,x,x,40.3,98.5,11966,x
Korea Rep,1998,16,18,x,x,x,x,x,x,x,x,39.3,98.7,11232,x
Korea Rep,1999,16,18,x,x,x,x,x,x,x,x,39.7,98.7,10210,x
Korea Rep,2000,16,18,x,x,68.3,79.3,0.7,0.3,27.1,30.3,40.3,99.5,9218,x
Korea Rep,2001,16,18,x,x,x,x,x,x,x,x,40.6,98.6,7753,x
Korea Rep,2002,16,18,x,x,x,x,x,x,x,x,40.6,98.6,8746,x
Korea Rep,2003,16,18,x,x,69.5,84.5,x,x,x,x,40.3,98.5,7705,x
Korea Rep,2004,16,18,x,x,x,x,x,x,x,x,40.8,98.5,6895,x
Korea Rep,2005,16,18,x,x,..,80.2,0.4,0.2,28.8,32,40.9,100,6260,x
Korea Rep,2006,16,18,x,x,71.6,79.6,x,x,x,x,40.9,x,x,x
Korea Rep,2007,16,18,x,x,x,x,x,x,x,x,x,x,x,x
Korea Rep,2009,16,18,x,x,70.1,80,x,x,x,x,x,x,x,x
Kuwait,1970,15,17,x,x,x,x,37.7,3.3,19.6,26.5,x,x,x,x
Kuwait,1985,15,17,68.8,78.2,37.3,39,14.6,2.5,22.9,26.3,18.6,76.1,3571,x
Kuwait,1986,15,17,x,x,x,x,x,x,x,x,19.8,74.2,3319,x
Kuwait,1987,15,17,x,x,31.7,34.6,x,x,x,x,20.9,73.7,2988,x
Kuwait,1988,15,17,x,x,x,x,x,x,x,x,22.1,73.1,x,x
Kuwait,1989,15,17,x,x,x,x,x,x,x,x,21.1,72.6,x,x
Kuwait,1990,15,17,x,x,x,x,x,x,x,x,21.9,76,x,x
Kuwait,1991,15,17,x,x,x,x,x,x,x,x,23,x,831,x
Kuwait,1992,15,17,x,x,x,x,x,x,x,x,21.3,77.4,1415,x
Kuwait,1993,15,17,x,x,x,x,x,x,x,x,19.6,77.5,1960,x
Kuwait,1994,15,17,x,x,47.4,49.8,x,x,x,x,19.6,63,1844,x
Kuwait,1995,15,17,74.1,81.1,x,x,10.1,0.8,27,28.5,20.3,66.3,1808,x
Kuwait,1996,15,17,x,x,40.9,50.2,x,x,x,x,20.7,65.8,1797,x
Kuwait,1997,15,17,x,x,x,x,x,x,x,x,21.2,65.6,x,x
Kuwait,1998,15,17,x,x,x,x,x,x,x,x,21.5,65.2,1281,x
Kuwait,1999,15,17,x,x,39.3,52,x,x,x,x,21.9,64.8,1301,x
Kuwait,2000,15,17,x,x,x,x,x,x,x,x,22.3,64.5,1271,x
Kuwait,2001,15,17,x,x,x,x,x,x,x,x,22.6,67.2,x,x
Kuwait,2002,15,17,x,x,x,x,x,x,x,x,22.9,66.9,1316,x
Kuwait,2003,15,17,x,x,x,x,x,x,x,x,23.2,67,1365,x
Kuwait,2004,15,17,x,x,x,x,x,x,x,x,24.5,66.9,1292,x
Kuwait,2005,15,17,91,94.4,x,x,5,0.6,27.5,28.9,25.2,65.8,1244,x
Kuwait,2006,15,17,x,x,x,x,x,x,x,x,25.8,x,x,x
Kyrgyzstan,1979,18,18,x,x,x,x,12.3,1.8,21.2,23.7,x,x,x,x
Kyrgyzstan,1985,18,18,x,x,x,x,x,x,x,x,46.8,105.8,7893,x
Kyrgyzstan,1986,18,18,x,x,x,x,x,x,x,x,46.7,105.4,8172,x
Kyrgyzstan,1987,18,18,x,x,x,x,x,x,x,x,46.6,105.2,8447,x
Kyrgyzstan,1988,18,18,x,x,x,x,x,x,x,x,46.4,105,8375,x
Kyrgyzstan,1989,18,18,x,x,x,x,10.9,1.1,21.6,24,46.3,104.7,9065,x
Kyrgyzstan,1990,18,18,x,x,x,x,x,x,x,x,46.2,104.5,9798,x
Kyrgyzstan,1991,18,18,x,x,x,x,x,x,x,x,46,104.1,10984,x
Kyrgyzstan,1992,18,18,x,x,x,x,x,x,x,x,45.9,103.9,11953,x
Kyrgyzstan,1993,18,18,x,x,x,x,x,x,x,x,45.8,103.8,12669,x
Kyrgyzstan,1994,18,18,x,x,x,x,x,x,x,x,45.6,103.6,11927,x
Kyrgyzstan,1995,18,18,x,x,x,x,x,x,x,x,45.5,103.2,12406,x
Kyrgyzstan,1996,18,18,x,x,x,x,x,x,x,x,45.4,103.1,12191,x
Kyrgyzstan,1997,18,18,x,x,48.9,59.5,13.6,x,20.4,x,45.3,103,10554,x
Kyrgyzstan,1998,18,18,x,x,x,x,x,x,x,x,45.1,102.8,10323,x
Kyrgyzstan,1999,18,18,98.1,99.3,x,x,11.5,1.2,21.9,25,44.9,102.7,9664,x
Kyrgyzstan,2000,18,18,x,x,x,x,x,x,x,x,44.7,102.9,8727,x
Kyrgyzstan,2001,18,18,x,x,x,x,x,x,x,x,44.5,102.6,8664,x
Kyrgyzstan,2002,18,18,x,x,x,x,x,x,x,x,44.2,102.5,8302,x
Kyrgyzstan,2003,18,18,x,x,x,x,x,x,x,x,44.3,102.4,7982,x
Kyrgyzstan,2004,18,18,x,x,x,x,x,x,x,x,44.2,102.4,7729,x
Kyrgyzstan,2005,18,18,x,x,x,x,x,x,x,x,44.2,102.9,7513,x
Kyrgyzstan,2006,18,18,x,x,45.5,47.8,x,x,x,x,44.1,x,x,x
Kyrgyzstan,2009,18,18,x,x,x,x,8.1,1,23.2,26.3,x,x,x,x
Lao PDR,1985,18,18,x,x,x,x,x,x,x,x,41.6,100.5,x,x
Lao PDR,1986,18,18,x,x,x,x,x,x,x,x,41.3,x,x,x
Lao PDR,1987,18,18,x,x,x,x,x,x,x,x,41.1,x,x,x
Lao PDR,1988,18,18,x,x,x,x,x,x,x,x,41,x,x,x
Lao PDR,1989,18,18,x,x,x,x,x,x,x,x,40.8,x,x,x
Lao PDR,1990,18,18,x,x,x,x,x,x,x,x,40.7,99.8,x,x
Lao PDR,1991,18,18,x,x,x,x,x,x,x,x,40.7,x,x,x
Lao PDR,1992,18,18,x,x,x,x,x,x,x,x,40.8,x,x,x
Lao PDR,1993,18,18,x,x,15.1,18.6,x,x,x,x,40.9,x,x,x
Lao PDR,1994,18,18,x,x,x,x,x,x,x,x,41,x,x,x
Lao PDR,1995,18,18,47.9,73.5,..,20,19.7,6.4,21.2,23.9,41,100,x,x
Lao PDR,1996,18,18,x,x,x,x,x,x,x,x,40.9,x,x,x
Lao PDR,1997,18,18,x,x,x,x,x,x,x,x,40.9,101.8,x,x
Lao PDR,1998,18,18,x,x,x,x,x,x,x,x,40.8,x,x,x
Lao PDR,1999,18,18,x,x,x,x,x,x,x,x,40.7,102.3,x,x
Lao PDR,2000,18,18,x,x,28.9,32.2,26.8,x,20.5,x,40.7,99.9,x,x
Lao PDR,2001,18,18,60.9,77,x,x,x,x,x,x,40.8,102.4,x,x
Lao PDR,2002,18,18,x,x,x,x,x,x,x,x,40.9,102.3,x,x
Lao PDR,2003,18,18,x,x,x,x,x,x,x,x,41,102.3,x,x
Lao PDR,2004,18,18,x,x,x,x,x,x,x,x,41.1,102.4,x,x
Lao PDR,2005,18,18,x,x,35,38.4,19.7,6,21.7,24.7,41.1,100.8,x,x
Lao PDR,2006,18,18,x,x,x,x,x,x,x,x,41.1,x,x,x
Latvia,1979,18,18,x,x,x,x,8.5,2.4,21.9,24.7,x,x,x,x
Latvia,1985,18,18,x,x,x,x,x,x,x,x,50.3,116.5,x,x
Latvia,1986,18,18,x,x,x,x,x,x,x,x,50.2,116.1,3754,x
Latvia,1987,18,18,x,x,x,x,x,x,x,x,50,115.8,3820,x
Latvia,1988,18,18,x,x,x,x,x,x,x,x,49.9,115.5,3939,x
Latvia,1989,18,18,99.2,99.8,x,x,8.5,2.8,22.2,24.3,49.8,115.2,3991,x
Latvia,1990,18,18,x,x,x,x,x,x,x,x,49.7,115,4436,x
Latvia,1991,18,18,x,x,x,x,x,x,x,x,49.4,115.1,4406,x
Latvia,1992,18,18,x,x,x,x,x,x,x,x,49,115.4,4059,x
Latvia,1993,18,18,x,x,x,x,x,x,x,x,48.7,115.9,3623,x
Latvia,1994,18,18,x,x,x,x,x,x,x,x,48.4,116.4,2770,x
Latvia,1995,18,18,x,x,55.5,67.8,x,x,x,x,48,116.7,2416,x
Latvia,1996,18,18,x,x,x,x,x,x,x,x,47.6,116.9,2080,x
Latvia,1997,18,18,x,x,x,x,x,x,x,x,48.5,117,1748,x
Latvia,1998,18,18,x,x,x,x,x,x,x,x,47.6,117,1576,x
Latvia,1999,18,18,x,x,x,x,x,x,x,x,47.6,117.1,1629,x
Latvia,2000,18,18,99.7,99.8,x,x,1.4,0.3,26.7,28.6,48.9,117.4,1606,x
Latvia,2001,18,18,x,x,x,x,x,x,x,x,48.4,117.2,1535,x
Latvia,2002,18,18,x,x,x,x,x,x,x,x,48.6,117.2,1457,x
Latvia,2003,18,18,x,x,x,x,x,x,x,x,48.8,117.2,x,x
Latvia,2004,18,18,x,x,x,x,x,x,x,x,48.4,117,1459,x
Latvia,2005,18,18,x,x,x,x,1,0.2,28.1,30.4,48.4,117.2,1429,x
Latvia,2006,18,18,x,x,x,x,x,x,x,x,48.3,x,x,x
Latvia,2011,18,18,x,x,x,x,0.7,0.1,29.9,32.4,x,x,x,x
Liechtenstein,1960,18,18,x,x,x,x,1.8,0.3,24,27.2,x,x,x,x
Liechtenstein,1985,18,18,x,x,x,x,0.8,0.1,25.6,28.5,x,x,x,x
Liechtenstein,1986,18,18,x,x,x,x,x,x,x,x,x,104.5,7,x
Liechtenstein,1987,18,18,x,x,x,x,x,x,x,x,x,104.7,6,x
Liechtenstein,1993,18,18,x,x,x,x,x,x,x,x,x,x,8,x
Liechtenstein,1994,18,18,x,x,x,x,x,x,x,x,x,105.4,9,x
Liechtenstein,1995,18,18,x,x,x,x,x,x,x,x,x,105.2,9,x
Liechtenstein,1996,18,18,x,x,x,x,x,x,x,x,x,105,9,x
Liechtenstein,1997,18,18,x,x,x,x,1.4,0.5,28,30.6,x,105.6,2,x
Liechtenstein,1998,18,18,x,x,x,x,x,x,x,x,x,105.4,x,x
Liechtenstein,1999,18,18,x,x,x,x,x,x,x,x,x,105.2,x,x
Liechtenstein,2000,18,18,x,x,x,x,x,x,x,x,x,105.3,6,x
Liechtenstein,2001,18,18,x,x,x,x,x,x,x,x,x,104.4,9,x
Liechtenstein,2002,18,18,x,x,x,x,x,x,x,x,x,103.9,4,x
Liechtenstein,2003,18,18,x,x,x,x,x,x,x,x,x,103.4,9,x
Liechtenstein,2004,18,18,x,x,x,x,x,x,x,x,x,103.1,4,x
Liechtenstein,2005,18,18,x,x,x,x,1.5,0,28.8,31.8,x,x,7,x
Liechtenstein,2010,18,18,x,x,x,x,0.2,0.1,29.6,32.7,x,x,x,x
Lithuania,1979,18,18,x,x,x,x,,,,,x,x,x,x
Lithuania,1985,18,18,x,x,x,x,x,x,x,x,49.1,112.3,2972,x
Lithuania,1986,18,18,x,x,x,x,x,x,x,x,48.9,112.1,3099,x
Lithuania,1987,18,18,x,x,x,x,x,x,x,x,48.7,111.8,3236,x
Lithuania,1988,18,18,x,x,x,x,x,x,x,x,48.4,111.5,4451,x
Lithuania,1989,18,18,97.8,99.2,x,x,6.6,2.2,22.3,24.7,48.2,111.3,4966,x
Lithuania,1990,18,18,x,x,x,x,x,x,x,x,48,111.4,5560,x
Lithuania,1991,18,18,x,x,x,x,x,x,x,x,47.9,111.4,6276,x
Lithuania,1992,18,18,x,x,x,x,x,x,x,x,47.8,111.5,6278,x
Lithuania,1993,18,18,x,x,x,x,x,x,x,x,47.7,111.7,5568,x
Lithuania,1994,18,18,x,x,x,x,x,x,x,x,47.6,112,5275,x
Lithuania,1995,18,18,x,x,33.2,50.7,x,x,x,x,47.6,112.2,5114,x
Lithuania,1996,18,18,x,x,x,x,x,x,x,x,47.6,112.6,4693,x
Lithuania,1997,18,18,x,x,x,x,x,x,x,x,47.6,113,4142,x
Lithuania,1998,18,18,x,x,x,x,x,x,x,x,48.2,113.2,3747,x
Lithuania,1999,18,18,x,x,x,x,x,x,x,x,48.4,113.5,3362,x
Lithuania,2000,18,18,x,x,x,x,x,x,x,x,48.7,113.7,3182,x
Lithuania,2001,18,18,99.6,99.6,x,x,2.4,0.5,24.8,26.9,49,113.9,2786,x
Lithuania,2002,18,18,x,x,x,x,x,x,x,x,49.1,114,2792,x
Lithuania,2003,18,18,x,x,x,x,x,x,x,x,49.4,114.1,2801,x
Lithuania,2004,18,18,x,x,x,x,x,x,x,x,49.2,114.3,2619,x
Lithuania,2005,18,18,x,x,x,x,1.8,0.4,26.1,28.4,49.3,114.5,2494,x
Lithuania,2006,18,18,x,x,x,x,x,x,x,x,49.4,x,x,x
Lithuania,2011,18,18,x,x,x,x,0.2,0,29.1,31.7,x,x,x,x
Luxembourg,1970,16,18,x,x,x,x,6.1,0.6,21.4,25.6,x,x,x,x
Luxembourg,1981,16,18,x,x,x,x,4.4,0.4,23.1,26.2,x,x,x,x
Luxembourg,1985,16,18,x,x,x,x,x,x,x,x,34.8,105.7,137,x
Luxembourg,1986,16,18,x,x,x,x,x,x,x,x,34.8,x,121,x
Luxembourg,1987,16,18,x,x,x,x,x,x,x,x,34.8,x,141,x
Luxembourg,1988,16,18,x,x,x,x,x,x,x,x,34.2,x,154,x
Luxembourg,1989,16,18,x,x,x,x,x,x,x,x,34.6,x,122,x
Luxembourg,1990,16,18,x,x,x,x,x,x,x,x,35.2,104.4,149,x
Luxembourg,1991,16,18,x,x,x,x,2.4,0.4,26,28.5,35.5,104,140,x
Luxembourg,1992,16,18,x,x,x,x,x,x,x,x,37.1,x,127,x
Luxembourg,1993,16,18,x,x,x,x,x,x,x,x,36.5,103.6,137,x
Luxembourg,1994,16,18,x,x,x,x,x,x,x,x,37.2,103.6,125,x
Luxembourg,1995,16,18,x,x,x,x,x,x,x,x,35.7,103.8,115,x
Luxembourg,1996,16,18,x,x,x,x,x,x,x,x,36.6,103.7,111,x
Luxembourg,1997,16,18,x,x,x,x,x,x,x,x,37.7,x,x,x
Luxembourg,1998,16,18,x,x,x,x,x,x,x,x,37.9,103.3,111,x
Luxembourg,1999,16,18,x,x,x,x,x,x,x,x,39,103.1,x,x
Luxembourg,2000,16,18,x,x,x,x,x,x,x,x,39.7,103.1,146,x
Luxembourg,2001,16,18,x,x,x,x,1.4,0.3,27.8,30.6,39.7,102.9,150,x
Luxembourg,2002,16,18,x,x,x,x,x,x,x,x,40,102.9,154,x
Luxembourg,2003,16,18,x,x,x,x,x,x,x,x,41.5,102.7,138,x
Luxembourg,2004,16,18,x,x,x,x,x,x,x,x,41.6,102.5,141,x
Luxembourg,2005,16,18,x,x,x,x,x,x,x,x,42,102.6,158,x
Luxembourg,2006,16,18,x,x,x,x,x,x,x,x,42.4,x,x,x
Madagascar,1975,18,18,x,x,x,x,34.4,9.2,20.3,23.5,x,x,x,x
Madagascar,1985,18,18,x,x,x,x,x,x,x,x,49.3,101.2,x,x
Madagascar,1986,18,18,x,x,x,x,x,x,x,x,49.2,x,x,x
Madagascar,1987,18,18,x,x,x,x,x,x,x,x,49.2,x,x,x
Madagascar,1988,18,18,x,x,x,x,x,x,x,x,49.3,x,x,x
Madagascar,1989,18,18,x,x,x,x,x,x,x,x,49.3,x,x,x
Madagascar,1990,18,18,x,x,x,x,x,x,x,x,49.2,101.1,x,x
Madagascar,1991,18,18,x,x,x,x,x,x,x,x,49,x,x,x
Madagascar,1992,18,18,x,x,5.1,16.7,x,x,x,x,48.9,x,x,x
Madagascar,1993,18,18,x,x,x,x,27.4,7,20.9,24.9,48.8,101,x,x
Madagascar,1994,18,18,x,x,x,x,x,x,x,x,48.8,x,x,x
Madagascar,1995,18,18,x,x,x,x,x,x,x,x,48.7,101.1,x,x
Madagascar,1996,18,18,x,x,x,x,x,x,x,x,48.6,x,x,x
Madagascar,1997,18,18,x,x,9.7,19.4,33.7,x,20.6,x,48.6,x,x,x
Madagascar,1998,18,18,x,x,x,x,x,x,x,x,48.6,100.6,x,x
Madagascar,1999,18,18,x,x,12.9,25,x,x,x,x,48.6,100.5,x,x
Madagascar,2000,18,18,65.3,76.5,11.8,18.8,x,x,x,x,48.7,101.1,x,x
Madagascar,2001,18,18,x,x,x,x,x,x,x,x,48.7,x,x,x
Madagascar,2002,18,18,x,x,x,x,x,x,x,x,48.3,x,x,x
Madagascar,2003,18,18,x,x,x,x,x,x,x,x,48.4,x,x,x
Madagascar,2004,18,18,x,x,16.7,27.1,33,6.4,19.8,24.1,48.4,x,x,x
Madagascar,2005,18,18,x,x,x,x,x,x,x,x,48.4,101.1,x,x
Madagascar,2006,18,18,x,x,x,x,x,x,x,x,48.4,x,x,x
Madagascar,2008,18,18,x,x,x,x,39.9,14,19,22.4,x,x,x,x
Madagascar,2009,18,18,x,x,28.2,39.9,x,x,x,x,x,x,x,x
Malawi,1977,18,18,x,x,x,x,51,6.1,17.8,22.9,x,x,x,x
Malawi,1984,18,18,x,x,3.2,6.9,x,x,x,x,x,x,x,x
Malawi,1985,18,18,x,x,x,x,x,x,x,x,51.2,105.4,x,x
Malawi,1986,18,18,x,x,x,x,x,x,x,x,51,116.5,x,x
Malawi,1987,18,18,33.5,65.3,x,x,43.6,5.7,18.6,23.6,50.8,106.6,x,x
Malawi,1988,18,18,x,x,x,x,x,x,x,x,50.6,105.5,x,x
Malawi,1989,18,18,x,x,x,x,x,x,x,x,50.4,105.3,x,x
Malawi,1990,18,18,x,x,x,x,x,x,x,x,50.2,103.5,x,x
Malawi,1991,18,18,x,x,x,x,x,x,x,x,50.1,x,x,x
Malawi,1992,18,18,x,x,7.4,13,41.2,,18.7,,49.8,x,x,x
Malawi,1993,18,18,x,x,x,x,x,x,x,x,49.7,x,x,x
Malawi,1994,18,18,x,x,x,x,x,x,x,x,49.4,x,x,x
Malawi,1995,18,18,x,x,x,x,x,x,x,x,49.5,102.6,x,x
Malawi,1996,18,18,x,x,14.4,21.9,x,x,x,x,49.5,x,x,x
Malawi,1997,18,18,x,x,x,x,x,x,x,x,49.6,x,x,x
Malawi,1998,18,18,54,74.9,x,x,x,x,x,x,49.7,104.1,x,x
Malawi,1999,18,18,x,x,x,x,x,x,x,x,49.7,103.9,x,x
Malawi,2000,18,18,x,x,25.7,30.6,x,x,x,x,49.8,102.1,x,x
Malawi,2001,18,18,x,x,x,x,x,x,x,x,49.7,103.8,x,x
Malawi,2002,18,18,x,x,x,x,x,x,x,x,49.7,103.7,x,x
Malawi,2003,18,18,x,x,x,x,x,x,x,x,49.7,103.6,x,x
Malawi,2004,18,18,x,x,28.1,32.5,36.2,3.2,19,23.6,49.8,103.5,x,x
Malawi,2005,18,18,x,x,x,x,x,x,x,x,49.9,101.5,x,x
Malawi,2006,18,18,x,x,38.4,41,x,x,x,x,49.9,x,x,x
Malawi,2010,18,18,x,x,42.2,46.1,26.2,2.5,19.6,23.9,x,x,x,x
Malaysia,1967,18,18,x,x,6.2,8.7,x,x,x,x,x,x,x,x
Malaysia,1970,18,18,x,x,x,x,17.5,3.3,22.1,25.6,x,x,x,x
Malaysia,1974,18,18,x,x,23.7,33,x,x,x,x,x,x,x,x
Malaysia,1980,18,18,x,x,x,x,10.3,1.3,23.5,26.6,x,x,x,x
Malaysia,1984,18,18,x,x,29.8,51.4,x,x,x,x,x,x,x,x
Malaysia,1985,18,18,x,x,x,x,x,x,x,x,35.1,98.5,x,x
Malaysia,1986,18,18,x,x,x,x,x,x,x,x,35.1,99.3,x,x
Malaysia,1987,18,18,x,x,x,x,x,x,x,x,34.9,99.3,x,x
Malaysia,1988,18,18,x,x,31.4,48.3,x,x,x,x,34.7,99.3,x,x
Malaysia,1989,18,18,x,x,x,x,x,x,x,x,34.8,99.2,x,x
Malaysia,1990,18,18,x,x,x,x,x,x,x,x,34.8,97.1,x,x
Malaysia,1991,18,18,77.3,88.6,x,x,7.6,1.4,24.6,27.9,34.7,98.4,x,x
Malaysia,1992,18,18,x,x,x,x,x,x,x,x,34.6,96.8,x,x
Malaysia,1993,18,18,x,x,x,x,x,x,x,x,34.5,96.5,x,x
Malaysia,1994,18,18,x,x,30.4,55.1,x,x,x,x,34.4,96.2,x,x
Malaysia,1995,18,18,x,x,x,x,x,x,x,x,34.4,96.8,x,x
Malaysia,1996,18,18,x,x,x,x,x,x,x,x,34.3,95.6,x,x
Malaysia,1997,18,18,x,x,x,x,x,x,x,x,34.1,97.1,x,x
Malaysia,1998,18,18,x,x,x,x,x,x,x,x,34.1,97.2,x,x
Malaysia,1999,18,18,x,x,x,x,x,x,x,x,34.3,97.2,x,x
Malaysia,2000,18,18,85.4,92,x,x,4.9,1.1,25.1,28.6,35.2,96.6,x,x
Malaysia,2001,18,18,x,x,x,x,x,x,x,x,35.2,96.4,17944,x
Malaysia,2002,18,18,x,x,x,x,x,x,x,x,35.2,96.4,15891,x
Malaysia,2003,18,18,x,x,x,x,x,x,x,x,35.2,96.4,16052,x
Malaysia,2004,18,18,x,x,32.3,49,x,x,x,x,35.6,96.4,16357,x
Malaysia,2005,18,18,x,x,x,x,x,x,x,x,35.8,96.8,15752,x
Malaysia,2006,18,18,x,x,x,x,x,x,x,x,36.1,x,x,x
Malaysia,2010,18,18,x,x,x,x,6.1,5.1,25.7,28,x,x,x,x
Maldives,1977,0,0,x,x,x,x,56.2,12.2,17.5,22.4,x,x,x,x
Maldives,1985,0,0,92.4,92.1,x,x,51.2,10.2,17.9,22.1,21.2,92.9,x,x
Maldives,1986,0,0,x,x,x,x,x,x,x,x,20.8,x,x,x
Maldives,1987,0,0,x,x,x,x,x,x,x,x,20.4,x,x,x
Maldives,1988,0,0,x,x,x,x,x,x,x,x,20,x,x,x
Maldives,1989,0,0,x,x,x,x,x,x,x,x,19.6,x,x,x
Maldives,1990,0,0,96.1,95.9,x,x,x,x,x,x,19,95,x,x
Maldives,1991,0,0,x,x,19,29,x,x,x,x,20,95.1,x,x
Maldives,1992,0,0,x,x,x,x,x,x,x,x,22.6,95.2,x,x
Maldives,1993,0,0,x,x,x,x,x,x,x,x,23.1,95.3,x,x
Maldives,1994,0,0,x,x,x,x,x,x,x,x,25.4,x,x,x
Maldives,1995,0,0,96.4,96.2,x,x,46.9,6.3,18.9,24,25.7,94.8,x,x
Maldives,1996,0,0,x,x,x,x,x,x,x,x,27,96.6,677,x
Maldives,1997,0,0,x,x,x,x,x,x,x,x,28.6,96.6,x,x
