Bosnia and Herzegovina,1997,18,18,x,x,x,x,x,x,x,x,4416.0
Bosnia and Herzegovina,1998,18,18,x,x,x,x,x,x,x,x,3193.0
Bosnia and Herzegovina,1999,18,18,x,x,x,x,x,x,x,x,2981.0
Bosnia and Herzegovina,2000,18,18,94.4,99,15.7,47.5,x,x,x,x,2532.0
Bosnia and Herzegovina,2001,18,18,x,x,x,x,x,x,x,x,2632.0
Bosnia and Herzegovina,2002,18,18,x,x,x,x,x,x,x,x,2362.0
Bosnia and Herzegovina,2003,18,18,x,x,x,x,x,x,x,x,1957.0
Bosnia and Herzegovina,2004,18,18,x,x,x,x,x,x,x,x,2139.0
Bosnia and Herzegovina,2005,18,18,x,x,x,x,x,x,x,x,2091.0
Bosnia and Herzegovina,2006,18,18,x,x,11.2,35.7,x,x,x,x,x
Botswana,1971,x,x,x,x,x,x,12.7,4.9,24.9,29.5,x
Botswana,1981,x,x,x,x,x,x,7.3,0.9,26.4,30.8,x
Botswana,1984,x,x,x,x,18.6,27.8,x,x,x,x,x
Botswana,1988,x,x,x,x,31.7,33,6.2,x,25,x,x
Botswana,1991,x,x,71.3,65.4,x,x,5.4,2.3,26.9,30.9,x
Botswana,1996,x,x,x,x,..,41.7,x,x,x,x,x
Botswana,2000,x,x,x,x,42.1,44.4,x,x,x,x,x
Botswana,2001,x,x,x,x,x,x,5.3,1.2,26.4,30.9,x
Botswana,2003,21,21,81.8,80.4,x,x,x,x,x,x,x
Botswana,2008,x,x,x,x,51.2,52.8,x,x,x,x,x
Brazil,1970,x,x,x,x,x,x,12.6,1.5,23,26.2,x
Brazil,1980,x,x,x,x,x,x,14.9,2.3,22.7,25.5,x
Brazil,1986,x,x,x,x,56.7,65.8,x,x,x,x,x
Brazil,1991,x,x,x,x,x,x,16.6,3.3,22.8,25.8,x
Brazil,1996,x,x,x,x,70.3,76.7,x,x,x,x,x
Brazil,2000,x,x,86.5,86.2,x,x,16.6,3.6,23.1,26.2,x
Brazil,2003,21,21,x,x,x,x,x,x,x,x,x
Brazil,2004,x,x,88.8,88.4,x,x,x,x,x,x,x
Brazil,2006,x,x,x,x,77.1,80.3,x,x,x,x,x
Brazil,2010,x,x,x,x,x,x,4.2,1.1,29.7,31.9,x
British Virgin Islands,1970,x,x,x,x,x,x,6.1,0.8,24.3,28.2,x
British Virgin Islands,1980,x,x,x,x,x,x,1.6,0.2,26.4,28.2,x
British Virgin Islands,1985,x,x,x,x,x,x,x,x,x,x,27.0
British Virgin Islands,1986,x,x,x,x,x,x,x,x,x,x,32.0
British Virgin Islands,1987,x,x,x,x,x,x,x,x,x,x,26.0
British Virgin Islands,1988,x,x,x,x,x,x,x,x,x,x,30.0
British Virgin Islands,1991,x,x,x,x,x,x,1.3,0.2,28.4,31.9,x
Brunei,1991,x,x,82.5,92.5,x,x,x,x,x,x,x
Brunei,2001,x,x,90.2,95.2,x,x,x,x,x,x,x
Brunei Darussalam,1971,x,x,x,x,x,x,14.7,2,22.4,26.3,x
Brunei Darussalam,1981,x,x,x,x,x,x,12.9,1.8,23.6,26.5,x
Brunei Darussalam,1985,x,x,x,x,x,x,x,x,x,x,451.0
Brunei Darussalam,1986,x,x,x,x,x,x,x,x,x,x,460.0
Brunei Darussalam,1987,x,x,x,x,x,x,x,x,x,x,517.0
Brunei Darussalam,1988,x,x,x,x,x,x,x,x,x,x,417.0
Brunei Darussalam,1989,x,x,x,x,x,x,x,x,x,x,432.0
Brunei Darussalam,1990,x,x,x,x,x,x,x,x,x,x,361.0
Brunei Darussalam,1991,x,x,x,x,x,x,8,1.2,25.1,27.3,406.0
Brunei Darussalam,1992,x,x,x,x,x,x,x,x,x,x,459.0
Brunei Darussalam,1996,x,x,x,x,x,x,x,x,x,x,410.0
Brunei Darussalam,1997,x,x,x,x,x,x,x,x,x,x,399.0
Brunei Darussalam,1998,x,x,x,x,x,x,x,x,x,x,432.0
Brunei Darussalam,1999,x,x,x,x,x,x,x,x,x,x,420.0
Brunei Darussalam,2000,x,x,x,x,x,x,x,x,x,x,446.0
Brunei Darussalam,2001,x,x,x,x,x,x,6.6,1.1,25,28.4,417.0
Brunei Darussalam,2002,x,x,x,x,x,x,x,x,x,x,394.0
Bulgaria,1975,x,x,x,x,x,x,17.8,4.3,20.8,24.5,x
Bulgaria,1976,x,x,x,x,6,75,x,x,x,x,x
Bulgaria,1985,18,18,x,x,x,x,16.5,3.1,21.1,24.9,23211.0
Bulgaria,1986,18,18,x,x,x,x,x,x,x,x,23561.0
Bulgaria,1987,18,18,x,x,x,x,x,x,x,x,23965.0
Bulgaria,1988,18,18,x,x,x,x,x,x,x,x,24586.0
Bulgaria,1989,18,18,x,x,x,x,x,x,x,x,23495.0
Bulgaria,1990,18,18,x,x,x,x,x,x,x,x,22518.0
Bulgaria,1992,18,18,x,x,x,x,,,,,21963.0
Bulgaria,1993,18,18,x,x,x,x,x,x,x,x,21025.0
Bulgaria,1994,18,18,x,x,x,x,x,x,x,x,18851.0
Bulgaria,1995,18,18,x,x,45.6,85.9,x,x,x,x,16278.0
Bulgaria,1997,18,18,x,x,x,x,x,x,x,x,13071.0
Bulgaria,1998,x,x,x,x,39.6,63.4,x,x,x,x,x
Bulgaria,2000,18,18,x,x,x,x,x,x,x,x,12787.0
Bulgaria,2001,18,18,97.7,98.7,x,x,10,2,24.2,27.5,11629.0
Bulgaria,2002,18,18,x,x,x,x,x,x,x,x,10763.0
Bulgaria,2003,18,18,x,x,x,x,x,x,x,x,10389.0
Bulgaria,2005,18,18,x,x,x,x,x,x,x,x,10078.0
Bulgaria,2011,x,x,x,x,x,x,8.5,2,26.2,29.8,x
Burkina Faso,1975,x,x,x,x,x,x,53.9,4,17.4,27,x
Burkina Faso,1985,x,x,x,x,x,x,44.9,2.5,18.4,26.7,x
Burkina Faso,1991,x,x,8.2,19.6,x,x,x,x,x,x,x
Burkina Faso,1993,x,x,x,x,4.2,7.9,x,x,x,x,x
Burkina Faso,1996,x,x,8.1,18.5,x,x,39.5,2.7,19,26.6,x
Burkina Faso,1999,x,x,x,x,4.8,11.9,x,x,x,x,x
Burkina Faso,2003,x,x,15.2,29.4,8.6,13.8,x,x,x,x,x
Burkina Faso,2005,17,20,16.6,31.4,x,x,x,x,x,x,x
Burkina Faso,2006,x,x,x,x,13.3,17.4,36.4,3.9,19.8,26.4,x
Burkina Faso,2010,x,x,x,x,x,x,32.4,1.7,19.5,25.3,x
Burkina Faso,2011,x,x,x,x,14.9,16.2,x,x,x,x,x
Burundi,1970,x,x,x,x,x,x,12,2.9,21.7,23.7,x
Burundi,1987,x,x,x,x,1.2,8.7,6.7,x,21.8,x,x
Burundi,1990,x,x,27.5,48.2,x,x,6.9,0.9,22.5,25.7,x
Burundi,2000,x,x,52.2,67.3,10,15.7,x,x,x,x,x
Burundi,2001,18,21,x,x,x,x,x,x,x,x,x
Burundi,2002,x,x,x,x,8.5,19.7,x,x,x,x,x
Burundi,2005,x,x,x,x,7.5,9.1,x,x,x,x,x
Burundi,2008,x,x,x,x,x,x,17,6.3,22.1,24.6,x
Burundi,2010,x,x,x,x,x,x,9.9,1.6,22.1,25.4,x
Burundi,2011,x,x,x,x,17.7,21.9,x,x,x,x,x
Cambodia,1962,x,x,x,x,x,x,14.9,2,21.3,24.4,x
Cambodia,1995,x,x,x,x,6.9,12.6,x,x,x,x,x
Cambodia,1998,x,x,57,79.5,16.1,21.8,12.4,3,22.5,24.2,x
Cambodia,2000,x,x,x,x,18.5,23.8,x,x,x,x,x
Cambodia,2004,x,x,64.1,84.7,x,x,x,x,x,x,x
Cambodia,2005,x,x,x,x,27.1,40,x,x,x,x,x
Cambodia,2006,18,20,x,x,x,x,x,x,x,x,x
Cambodia,2008,x,x,x,x,x,x,8.7,1.8,23.3,25.6,x
Cambodia,2010,x,x,x,x,x,x,10.9,2,22,24.9,x
Cambodia,2011,x,x,x,x,34.9,50.5,x,x,x,x,x
Cameroon,1976,x,x,x,x,x,x,45.6,2.9,18.8,26.4,x
Cameroon,1978,x,x,x,x,0.6,2.4,x,x,x,x,x
Cameroon,1987,x,x,x,x,x,x,38.5,3.4,20,26.4,x
Cameroon,1991,x,x,x,x,4.3,16.1,x,x,x,x,x
Cameroon,1998,x,x,x,x,7.1,19.3,35.8,4.2,20.2,26.7,x
Cameroon,2000,15,18,x,x,6.3,25.6,x,x,x,x,x
Cameroon,2001,x,x,59.8,77,x,x,x,x,x,x,x
Cameroon,2004,x,x,x,x,12.5,26,33.2,9.2,20.2,25,x
Cameroon,2006,x,x,x,x,12,29.2,x,x,x,x,x
Cameroon,2011,x,x,x,x,14.1,23.4,26.1,2.3,21.3,27,x
Canada,1971,x,x,x,x,x,x,7.5,1.7,22,24.4,x
Canada,1984,x,x,x,x,69.7,73.1,x,x,x,x,x
Canada,1985,18,18,x,x,x,x,x,x,x,x,22315.0
Canada,1986,18,18,x,x,x,x,4.7,1.3,24.3,26.5,21662.0
Canada,1987,18,18,x,x,x,x,x,x,x,x,21216.0
Canada,1988,18,18,x,x,x,x,x,x,x,x,21304.0
Canada,1989,18,18,x,x,x,x,x,x,x,x,22697.0
Canada,1990,18,18,x,x,x,x,x,x,x,x,23418.0
Canada,1992,18,18,x,x,x,x,x,x,x,x,24248.0
Canada,1993,18,18,x,x,x,x,x,x,x,x,23693.0
Canada,1994,18,18,x,x,x,x,x,x,x,x,23980.0
Canada,1995,18,18,x,x,73.3,74.7,x,x,x,x,23657.0
Canada,1996,18,18,x,x,x,x,3.6,1.1,26,28.5,21824.0
Canada,1997,18,18,x,x,x,x,x,x,x,x,19920.0
Canada,1998,x,x,x,x,76,80,x,x,x,x,x
Canada,1999,18,18,x,x,x,x,x,x,x,x,18982.0
Canada,2000,18,18,x,x,x,x,x,x,x,x,17503.0
Canada,2001,18,18,x,x,x,x,3.1,1.1,26.3,28.7,16572.0
Canada,2002,18,18,x,x,72,74,x,x,x,x,15533.0
Canada,2003,18,18,x,x,x,x,x,x,x,x,14945.0
Canada,2004,18,18,x,x,x,x,x,x,x,x,14816.0
Canada,2005,18,18,x,x,x,x,x,x,x,x,14013.0
Canada,2006,x,x,x,x,x,x,3.1,1.3,26.6,28.6,x
Cape Verde,1980,x,x,x,x,x,x,4.6,0.9,23.6,27.3,x
Cape Verde,1985,18,18,x,x,x,x,x,x,x,x,1669.0
Cape Verde,1989,x,x,x,x,19,23.8,x,x,x,x,x
Cape Verde,1990,18,18,53,74.8,x,x,6.7,1.1,25.7,28.1,1422.0
Cape Verde,1998,x,x,x,x,46,52.9,9.3,1.7,23.8,28.4,x
Cape Verde,2000,x,x,x,x,x,x,10.2,1.2,24.6,28.8,x
Cape Verde,2004,x,x,75.5,87.8,x,x,x,x,x,x,x
Cape Verde,2005,x,x,x,x,57.1,61.3,10.6,2.7,22.8,27.9,x
Cape Verde,2006,18,18,x,x,x,x,x,x,x,x,x
Cayman Islands,1979,x,x,x,x,x,x,2,0.4,25.5,27.3,x
Cayman Islands,1986,x,x,x,x,x,x,x,x,x,x,62.0
Cayman Islands,1987,x,x,x,x,x,x,x,x,x,x,57.0
Cayman Islands,1988,x,x,x,x,x,x,x,x,x,x,69.0
Cayman Islands,1989,x,x,x,x,x,x,5.8,1.8,25.2,27.6,75.0
Cayman Islands,1990,x,x,x,x,x,x,x,x,x,x,101.0
Cayman Islands,1991,x,x,x,x,x,x,x,x,x,x,76.0
Cayman Islands,1992,x,x,x,x,x,x,x,x,x,x,74.0
Cayman Islands,1993,x,x,x,x,x,x,x,x,x,x,70.0
Cayman Islands,1994,x,x,x,x,x,x,x,x,x,x,64.0
Cayman Islands,2010,x,x,x,x,x,x,1.2,0.5,28,29.9,x
Central African Republic,1975,x,x,x,x,x,x,46.8,13.4,18.4,23.3,x
Central African Republic,1988,x,x,20.3,48,x,x,42.1,9.6,19.1,24.1,x
Central African Republic,1994,x,x,x,x,x,x,42.4,8.1,19.4,24.4,x
Central African Republic,1995,x,x,x,x,3.3,14.8,x,x,x,x,x
Central African Republic,2000,x,x,33.5,64.8,6.9,27.9,x,x,x,x,x
Central African Republic,2003,18,22,x,x,x,x,x,x,x,x,x
Central African Republic,2006,x,x,x,x,8.6,19,x,x,x,x,x
Chad,1997,x,x,x,x,1.2,4.1,48.6,5.9,18,24.1,x
Chad,2000,x,x,12.8,40.8,2.1,7.9,x,x,x,x,x
Chad,2004,x,x,x,x,1.7,2.8,45.3,1.1,18.3,24.5,x
Chile,1970,x,x,x,x,x,x,9.2,1.6,23.4,25.7,x
Chile,1985,18,18,x,x,x,x,10.5,2.2,23.3,25.7,35606.0
Chile,1986,18,18,x,x,x,x,x,x,x,x,36533.0
Chile,1987,18,18,x,x,x,x,x,x,x,x,36230.0
Chile,1988,18,18,x,x,x,x,x,x,x,x,38071.0
Chile,1989,18,18,x,x,x,x,x,x,x,x,39834.0
Chile,1990,18,18,x,x,x,x,x,x,x,x,40285.0
Chile,1991,18,18,x,x,x,x,x,x,x,x,39030.0
Chile,1992,18,18,94,94.6,x,x,11.7,5.3,23.4,25.8,38483.0
Chile,1993,18,18,x,x,x,x,x,x,x,x,38426.0
Chile,1994,18,18,x,x,x,x,x,x,x,x,38848.0
Chile,1995,18,18,x,x,x,x,x,x,x,x,38885.0
Chile,1996,18,18,x,x,x,x,x,x,x,x,39701.0
Chile,1997,18,18,x,x,x,x,x,x,x,x,40734.0
Chile,1998,18,18,x,x,x,x,x,x,x,x,41530.0
Chile,1999,18,18,x,x,x,x,x,x,x,x,40439.0
Chile,2000,18,18,x,x,x,x,x,x,x,x,40312.0
Chile,2001,18,18,x,x,57.9,60.7,x,x,x,x,39884.0
Chile,2002,18,18,95.6,95.8,x,x,8.7,3,24.6,27.7,37618.0
Chile,2003,18,18,x,x,x,x,x,x,x,x,34832.0
Chile,2005,18,18,x,x,x,x,x,x,x,x,36078.0
Chile,2006,x,x,x,x,..,64.2,x,x,x,x,x
Chile,2011,x,x,x,x,x,x,5.9,3.2,27.4,29.3,x
China,1982,x,x,x,x,66.7,69.5,4.4,0.9,22.4,25.1,x
China,1988,x,x,x,x,69.9,71.1,x,x,x,x,x
China,1990,x,x,68.1,87,x,x,4.7,1.8,22.1,23.8,x
China,1992,x,x,x,x,83.7,84.6,x,x,x,x,x
China,1997,x,x,x,x,83.3,83.8,x,x,x,x,x
China,2000,x,x,86.5,95.1,x,x,1.2,0.3,23.3,25.1,x
China,2001,x,x,x,x,86.2,86.9,x,x,x,x,x
China,2003,20,22,x,x,x,x,x,x,x,x,x
China,2006,x,x,x,x,84,84.6,x,x,x,x,x
China,2010,x,x,x,x,x,x,2.1,0.6,24.7,26.5,x
"China, Hong Kong SAR",1967,x,x,x,x,..,42,x,x,x,x,x
"China, Hong Kong SAR",1971,x,x,x,x,x,x,2.9,0.5,23.8,30.2,x
"China, Hong Kong SAR",1972,x,x,x,x,43.3,49.6,x,x,x,x,x
"China, Hong Kong SAR",1977,x,x,x,x,64,71.9,x,x,x,x,x
"China, Hong Kong SAR",1981,x,x,x,x,x,x,3.4,1.3,25.3,28.7,x
"China, Hong Kong SAR",1982,x,x,x,x,63.9,72.3,x,x,x,x,x
"China, Hong Kong SAR",1985,x,x,x,x,x,x,x,x,x,x,1877.0
"China, Hong Kong SAR",1986,x,x,x,x,x,x,x,x,x,x,1512.0
"China, Hong Kong SAR",1987,x,x,x,x,75,80.8,x,x,x,x,1306.0
"China, Hong Kong SAR",1988,x,x,x,x,x,x,x,x,x,x,1327.0
"China, Hong Kong SAR",1989,x,x,x,x,x,x,x,x,x,x,1254.0
"China, Hong Kong SAR",1990,x,x,x,x,x,x,x,x,x,x,1201.0
"China, Hong Kong SAR",1991,x,x,x,x,x,x,1.6,0.6,27.7,30,1270.0
"China, Hong Kong SAR",1992,x,x,x,x,79.7,86.2,x,x,x,x,1264.0
"China, Hong Kong SAR",1993,x,x,x,x,x,x,x,x,x,x,1336.0
"China, Hong Kong SAR",1994,x,x,x,x,x,x,x,x,x,x,1308.0
"China, Hong Kong SAR",1995,x,x,x,x,x,x,x,x,x,x,1191.0
"China, Hong Kong SAR",1996,x,x,x,x,x,x,x,x,x,x,1181.0
"China, Hong Kong SAR",1997,x,x,x,x,80.9,86,x,x,x,x,1169.0
"China, Hong Kong SAR",1998,x,x,x,x,x,x,x,x,x,x,1128.0
"China, Hong Kong SAR",1999,x,x,x,x,x,x,x,x,x,x,1041.0
"China, Hong Kong SAR",2000,x,x,x,x,x,x,x,x,x,x,981.0
"China, Hong Kong SAR",2001,x,x,x,x,x,x,0.7,0.3,29.5,31.6,886.0
"China, Hong Kong SAR",2002,x,x,x,x,81.3,86.2,x,x,x,x,800.0
"China, Hong Kong SAR",2003,x,x,x,x,x,x,x,x,x,x,762.0
"China, Hong Kong SAR",2004,x,x,x,x,x,x,x,x,x,x,844.0
"China, Hong Kong SAR",2005,x,x,x,x,x,x,x,x,x,x,828.0
"China, Hong Kong SAR",2006,x,x,x,x,x,x,0.4,0.3,30.3,32.8,x
"China, Hong Kong SAR",2007,x,x,x,x,75.4,79.5,x,x,x,x,x
"China, Macao SAR",1970,x,x,x,x,x,x,2.1,1.2,25.6,29,x
"China, Macao SAR",1981,x,x,x,x,x,x,1.6,0.2,26.9,29.6,x
"China, Macao SAR",1985,x,x,x,x,x,x,x,x,x,x,113.0
"China, Macao SAR",1986,x,x,x,x,x,x,x,x,x,x,106.0
"China, Macao SAR",1987,x,x,x,x,x,x,x,x,x,x,112.0
"China, Macao SAR",1988,x,x,x,x,x,x,x,x,x,x,80.0
"China, Macao SAR",1989,x,x,x,x,x,x,x,x,x,x,107.0
"China, Macao SAR",1990,x,x,x,x,x,x,x,x,x,x,111.0
"China, Macao SAR",1991,x,x,x,x,x,x,2.3,0.8,26.4,28.1,119.0
"China, Macao SAR",1992,x,x,x,x,x,x,x,x,x,x,101.0
"China, Macao SAR",1993,x,x,x,x,x,x,x,x,x,x,78.0
"China, Macao SAR",1994,x,x,x,x,x,x,x,x,x,x,89.0
"China, Macao SAR",1995,x,x,x,x,x,x,x,x,x,x,97.0
"China, Macao SAR",1996,x,x,x,x,x,x,x,x,x,x,78.0
"China, Macao SAR",1997,x,x,x,x,x,x,x,x,x,x,74.0
"China, Macao SAR",1998,x,x,x,x,x,x,x,x,x,x,80.0
"China, Macao SAR",1999,x,x,x,x,x,x,x,x,x,x,98.0
"China, Macao SAR",2000,x,x,x,x,x,x,x,x,x,x,93.0
"China, Macao SAR",2001,x,x,x,x,x,x,1,0.3,27.9,29.5,92.0
"China, Macao SAR",2003,x,x,x,x,x,x,x,x,x,x,87.0
"China, Macao SAR",2004,x,x,x,x,x,x,x,x,x,x,80.0
"China, Macao SAR",2005,x,x,x,x,x,x,x,x,x,x,74.0
"China, Macao SAR",2011,x,x,x,x,x,x,24.6,19,27.7,29.5,x
Colombia,1969,x,x,x,x,8.9,20.5,x,x,x,x,x
Colombia,1973,x,x,x,x,x,x,13.5,3,22.5,26.3,x
Colombia,1976,x,x,x,x,30.4,42.5,x,x,x,x,x
Colombia,1978,x,x,x,x,37.3,46.1,x,x,x,x,x
Colombia,1980,x,x,x,x,41,48.5,x,x,x,x,x
Colombia,1985,x,x,x,x,x,x,15.2,3.6,22.7,26.1,x
Colombia,1986,x,x,x,x,52.5,64.8,x,x,x,x,x
Colombia,1990,x,x,x,x,54.7,66.1,x,x,x,x,x
Colombia,1993,x,x,81.2,81.5,x,x,18.2,5.4,22.5,26,x
Colombia,1995,x,x,x,x,59.3,72.2,x,x,x,x,x
Colombia,1996,x,x,91.3,91.1,x,x,x,x,x,x,x
Colombia,2000,x,x,x,x,63.3,76.9,x,x,x,x,x
Colombia,2004,x,x,92.7,92.9,x,x,x,x,x,x,x
Colombia,2005,x,x,92.9,92.8,67.6,78.2,15.3,3.9,23.1,26.5,x
Colombia,2007,18,18,x,x,x,x,x,x,x,x,x
Colombia,2010,x,x,x,x,72.7,79.1,17,x,22.2,x,x
Comoros,1966,x,x,x,x,x,x,30.3,1.8,20.1,28,x
Comoros,1980,x,x,x,x,x,x,31,1.6,19.8,26.8,x
Comoros,1991,x,x,x,x,x,x,16.5,1.6,22.4,28.6,x
Comoros,1996,x,x,x,x,11.4,21,11.5,3,23.6,28.5,x
Comoros,2000,x,x,x,x,19.3,25.7,x,x,x,x,x
Congo,1984,x,x,x,x,x,x,18.1,1.4,22.6,27.9,x
Congo,1994,x,x,65.4,82.6,x,x,x,x,x,x,x
Congo,2003,18,21,x,x,x,x,x,x,x,x,x
Congo,2004,x,x,79,90.5,x,x,x,x,x,x,x
Congo,2005,x,x,x,x,12.7,44.3,19.9,2.8,21.9,25.8,x
Congo,2012,x,x,x,x,20,44.7,x,x,x,x,x
Congo Dem. Rep.,2001,x,x,54.1,80.9,x,x,x,x,x,x,x
Congo Dem. Rep.,2006,15,18,x,x,x,x,x,x,x,x,x
Cook Islands,1971,x,x,x,x,x,x,9.7,4.3,23.1,23.6,x
Cook Islands,1981,x,x,x,x,x,x,3.4,1.7,25.6,26.2,x
Cook Islands,1985,21,21,x,x,x,x,x,x,x,x,99.0
Cook Islands,1986,21,21,x,x,x,x,x,x,x,x,119.0
Cook Islands,1987,21,21,x,x,x,x,x,x,x,x,95.0
Cook Islands,1988,21,21,x,x,x,x,x,x,x,x,87.0
Cook Islands,1996,x,x,x,x,60.4,63.2,2.2,1.4,29.6,31.2,x
Cook Islands,1999,x,x,x,x,38.2,43.2,x,x,x,x,x
Cook Islands,2007,21,21,x,x,x,x,x,x,x,x,x
Costa Rica,1973,x,x,x,x,x,x,15.1,1.9,21.7,25.4,x
Costa Rica,1976,x,x,x,x,53.5,64.4,x,x,x,x,x
Costa Rica,1978,x,x,x,x,54.9,63.8,x,x,x,x,x
Costa Rica,1981,x,x,x,x,55.9,65.2,x,x,x,x,x
Costa Rica,1984,x,x,x,x,x,x,15.5,2.7,22.2,25.1,x
Costa Rica,1986,x,x,x,x,58.2,69.5,x,x,x,x,x
Costa Rica,1987,15,15,x,x,x,x,x,x,x,x,13385.0
Costa Rica,1988,15,15,x,x,x,x,x,x,x,x,13351.0
Costa Rica,1989,15,15,x,x,x,x,x,x,x,x,13503.0
Costa Rica,1990,15,15,x,x,x,x,x,x,x,x,12938.0
Costa Rica,1991,15,15,x,x,x,x,x,x,x,x,13139.0
Costa Rica,1992,x,x,x,x,x,x,17,x,21.5,x,x
Costa Rica,1993,x,x,x,x,64.6,75,x,x,x,x,x
Costa Rica,1994,15,15,x,x,x,x,x,x,x,x,14339.0
Costa Rica,1995,15,15,x,x,x,x,x,x,x,x,14760.0
Costa Rica,1996,15,15,x,x,x,x,x,x,x,x,14954.0
Costa Rica,1997,15,15,x,x,x,x,x,x,x,x,15249.0
Costa Rica,1999,15,15,x,x,71.5,80,x,x,x,x,16041.0
Costa Rica,2000,15,15,95.1,94.7,x,x,15.7,3.8,22.2,26,16610.0
Costa Rica,2001,15,15,x,x,x,x,x,x,x,x,15461.0
Costa Rica,2002,15,15,x,x,x,x,x,x,x,x,14454.0
Costa Rica,2003,15,15,x,x,x,x,x,x,x,x,14835.0
Costa Rica,2004,15,15,x,x,x,x,x,x,x,x,14792.0
Costa Rica,2009,x,x,x,x,76.4,81.1,x,x,x,x,x
Costa Rica,2010,x,x,x,x,79.9,82.2,x,x,x,x,x
Costa Rica,2011,x,x,x,x,x,x,13,3.7,23.9,27,x
Cote d'Ivoire,1981,x,x,x,x,0.5,2.9,x,x,x,x,x
Cote d'Ivoire,1988,x,x,23.4,44.4,x,x,x,x,x,x,x
Cote d'Ivoire,1994,x,x,x,x,4.3,11.4,x,x,x,x,x
Cote d'Ivoire,1999,x,x,x,x,7.3,15,x,x,x,x,x
Cote d'Ivoire,2000,x,x,38.6,60.8,x,x,x,x,x,x,x
Cote d'Ivoire,2003,18,21,x,x,x,x,x,x,x,x,x
Cote d'Ivoire,2006,x,x,x,x,8,12.9,x,x,x,x,x
Croatia,1970,x,x,x,x,7,58,x,x,x,x,x
Croatia,1988,18,18,x,x,x,x,x,x,x,x,5165.0
Croatia,1989,18,18,x,x,x,x,x,x,x,x,4668.0
Croatia,1990,18,18,x,x,x,x,x,x,x,x,4391.0
Croatia,1991,18,18,94.8,98.8,x,x,5.2,0.5,23.8,28,4033.0
Croatia,1992,18,18,x,x,x,x,x,x,x,x,3385.0
Croatia,1993,18,18,x,x,x,x,x,x,x,x,3158.0
Croatia,1994,18,18,x,x,x,x,x,x,x,x,3036.0
Croatia,1995,18,18,x,x,x,x,x,x,x,x,2845.0
Croatia,1996,18,18,x,x,x,x,x,x,x,x,2990.0
Croatia,1997,18,18,x,x,x,x,x,x,x,x,2829.0
Croatia,1998,18,18,x,x,x,x,x,x,x,x,2468.0
Croatia,2000,18,18,x,x,x,x,x,x,x,x,2307.0
Croatia,2001,18,18,97.1,99.3,x,x,2.4,0.3,26.2,29.8,2254.0
Croatia,2002,18,18,x,x,x,x,x,x,x,x,2149.0
Croatia,2003,18,18,x,x,x,x,x,x,x,x,1977.0
Croatia,2004,18,18,x,x,x,x,x,x,x,x,1900.0
Croatia,2005,18,18,x,x,x,x,x,x,x,x,1892.0
Cuba,1970,x,x,x,x,x,x,29.6,4.6,19.5,23.4,x
Cuba,1981,x,x,x,x,x,x,28.8,6.7,19.8,23.5,x
Cuba,1985,18,18,x,x,x,x,x,x,x,x,53159.0
Cuba,1986,18,18,x,x,x,x,x,x,x,x,45888.0
Cuba,1987,18,18,x,x,67,70,x,x,x,x,46147.0
Cuba,1988,18,18,x,x,x,x,x,x,x,x,45771.0
Cuba,1989,18,18,x,x,x,x,x,x,x,x,45771.0
Cuba,1990,18,18,x,x,x,x,x,x,x,x,41337.0
Cuba,1991,18,18,x,x,x,x,x,x,x,x,36246.0
Cuba,1993,18,18,x,x,x,x,x,x,x,x,26537.0
Cuba,1994,18,18,x,x,x,x,x,x,x,x,24650.0
Cuba,1995,18,18,x,x,x,x,x,x,x,x,22668.0
Cuba,1996,18,18,x,x,x,x,x,x,x,x,19351.0
Cuba,1997,18,18,x,x,x,x,x,x,x,x,19965.0
Cuba,1998,18,18,x,x,x,x,x,x,x,x,18840.0
Cuba,1999,18,18,x,x,x,x,x,x,x,x,19570.0
Cuba,2000,18,18,x,x,72.1,73.3,x,x,x,x,18745.0
Cuba,2001,18,18,x,x,x,x,x,x,x,x,18895.0
Cuba,2002,18,18,99.8,99.8,x,x,23.1,5.5,21.1,25.3,19281.0
Cuba,2003,18,18,x,x,x,x,x,x,x,x,19152.0
Cuba,2004,18,18,x,x,x,x,x,x,x,x,19133.0
Cuba,2005,18,18,x,x,x,x,x,x,x,x,18452.0
Cuba,2006,18,18,x,x,71.6,72.6,x,x,x,x,x
Cyprus,1973,x,x,x,x,x,x,3.8,0.7,24.2,25.9,x
Cyprus,1985,18,18,x,x,x,x,x,x,x,x,880.0
Cyprus,1986,18,18,x,x,x,x,x,x,x,x,708.0
Cyprus,1987,18,18,x,x,x,x,x,x,x,x,701.0
Cyprus,1988,18,18,x,x,x,x,x,x,x,x,732.0
Cyprus,1989,18,18,x,x,x,x,x,x,x,x,677.0
Cyprus,1990,18,18,x,x,x,x,x,x,x,x,722.0
Cyprus,1991,18,18,x,x,x,x,x,x,x,x,655.0
Cyprus,1992,18,18,91,97.8,x,x,7.5,0.6,23.1,27,695.0
Cyprus,1993,18,18,x,x,x,x,x,x,x,x,518.0
Cyprus,1994,18,18,x,x,x,x,x,x,x,x,459.0
Cyprus,1995,18,18,x,x,x,x,x,x,x,x,413.0
Cyprus,1996,18,18,x,x,x,x,x,x,x,x,370.0
Cyprus,1997,18,18,x,x,x,x,x,x,x,x,331.0
Cyprus,1998,18,18,x,x,x,x,x,x,x,x,323.0
Cyprus,1999,18,18,x,x,x,x,x,x,x,x,321.0
