Country or Area,Year,Area,Sex,Age of mother,Record Type,Reliability,Source Year,Value,Value Footnotes
Russian Federation,1997,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2001,308553,3
Russian Federation,1997,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2001,162385,3
Russian Federation,1997,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2001,69430,3
Russian Federation,1997,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2001,13284,3
Russian Federation,1997,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2001,567,3
Russian Federation,1997,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2001,17,3
Russian Federation,1997,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2001,1998,3
Russian Federation,1996,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2001,1304638,3
Russian Federation,1996,Total,Both Sexes,0 - 19,Data tabulated by year of occurrence,"Final figure, complete",2001,209531,3
Russian Federation,1996,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2001,537931,3
Russian Federation,1996,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2001,306079,3
Russian Federation,1996,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2001,165167,3
Russian Federation,1996,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2001,69709,3
Russian Federation,1996,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2001,13840,3
Russian Federation,1996,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2001,594,3
Russian Federation,1996,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2001,11,3
Russian Federation,1996,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2001,1776,3
Russian Federation,1995,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1996,1363806,3
Russian Federation,1995,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1996,3107,3
Russian Federation,1995,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1996,234912,3
Russian Federation,1995,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1996,561796,3
Russian Federation,1995,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1996,309371,3
Russian Federation,1995,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1996,171115,3
Russian Federation,1995,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1996,68219,3
Russian Federation,1995,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1996,13073,3
Russian Federation,1995,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1996,572,3
Russian Federation,1995,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1996,6,3
Russian Federation,1995,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1996,1635,3
Russian Federation,1994,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1995,1408159,3
Russian Federation,1994,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1995,3303,3
Russian Federation,1994,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1995,253237,3
Russian Federation,1994,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1995,577672,3
Russian Federation,1994,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1995,313134,3
Russian Federation,1994,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1995,177943,3
Russian Federation,1994,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1995,67478,3
Russian Federation,1994,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1995,13230,3
Russian Federation,1994,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1995,573,3
Russian Federation,1994,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1995,15,3
Russian Federation,1994,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1995,1574,3
Russian Federation,1993,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1994,1378983,3
Russian Federation,1993,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1994,2838,3
Russian Federation,1993,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1994,240689,3
Russian Federation,1993,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1994,560882,3
Russian Federation,1993,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1994,309172,3
Russian Federation,1993,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1994,180067,3
Russian Federation,1993,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1994,69139,3
Russian Federation,1993,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1994,14144,3
Russian Federation,1993,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1994,560,3
Russian Federation,1993,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1994,16,3
Russian Federation,1993,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1994,1476,3
Russian Federation,1992,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1993,1587644,3
Russian Federation,1992,Total,Both Sexes,0 - 19,Data tabulated by year of occurrence,"Final figure, complete",1993,261206,3
Russian Federation,1992,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1993,622175,3
Russian Federation,1992,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1993,373850,3
Russian Federation,1992,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1993,224170,3
Russian Federation,1992,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1993,86576,3
Russian Federation,1992,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1993,17733,3
Russian Federation,1992,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1993,593,3
Russian Federation,1992,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1993,31,3
Russian Federation,1992,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1993,1310,3
Russian Federation,1991,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1992,1794626,3
Russian Federation,1991,Total,Both Sexes,0 - 19,Data tabulated by year of occurrence,"Final figure, complete",1992,275912,3
Russian Federation,1991,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1992,674936,3
Russian Federation,1991,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1992,452623,3
Russian Federation,1991,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1992,268378,3
Russian Federation,1991,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1992,101384,3
Russian Federation,1991,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1992,19482,3
Russian Federation,1991,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1992,554,3
Russian Federation,1991,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1992,24,3
Russian Federation,1991,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1992,1333,3
Russian Federation,1990,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1992,1988858,3
Russian Federation,1990,Total,Both Sexes,0 - 19,Data tabulated by year of occurrence,"Final figure, complete",1992,275547,3
Russian Federation,1990,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1992,727635,3
Russian Federation,1990,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1992,537277,3
Russian Federation,1990,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1992,309577,3
Russian Federation,1990,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1992,116722,3
Russian Federation,1990,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1992,20386,3
Russian Federation,1990,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1992,479,3
Russian Federation,1990,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1992,45,3
Russian Federation,1990,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1992,1190,3
Russian Federation,1989,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1992,2160559,3
Russian Federation,1989,Total,Both Sexes,0 - 19,Data tabulated by year of occurrence,"Final figure, complete",1992,255766,3
Russian Federation,1989,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1992,776460,3
Russian Federation,1989,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1992,625684,3
Russian Federation,1989,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1992,349414,3
Russian Federation,1989,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1992,130190,3
Russian Federation,1989,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1992,21152,3
Russian Federation,1989,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1992,597,3
Russian Federation,1989,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1992,68,3
Russian Federation,1989,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1992,1228,3
Russian Federation,1988,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1992,2348494,3
Russian Federation,1988,Total,Both Sexes,0 - 19,Data tabulated by year of occurrence,"Final figure, complete",1992,236067,3
Russian Federation,1988,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1992,835219,3
Russian Federation,1988,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1992,716230,3
Russian Federation,1988,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1992,390986,3
Russian Federation,1988,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1992,147461,3
Russian Federation,1988,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1992,20233,3
Russian Federation,1988,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1992,893,3
Russian Federation,1988,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1992,283,3
Russian Federation,1988,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1992,1122,3
Russian Federation,1987,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1992,2499974,3
Russian Federation,1987,Total,Both Sexes,0 - 19,Data tabulated by year of occurrence,"Final figure, complete",1992,227920,3
Russian Federation,1987,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1992,891408,3
Russian Federation,1987,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1992,782705,3
Russian Federation,1987,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1992,421445,3
Russian Federation,1987,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1992,155243,3
Russian Federation,1987,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1992,19257,3
Russian Federation,1987,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1992,1270,3
Russian Federation,1987,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1992,57,3
Russian Federation,1987,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1992,669,3
Russian Federation,1986,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2005,2485915,
Russian Federation,1986,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2005,216320,
Russian Federation,1986,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2005,924382,
Russian Federation,1986,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2005,778878,
Russian Federation,1986,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2005,407156,
Russian Federation,1986,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2005,142741,
Russian Federation,1986,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2005,14260,
Russian Federation,1986,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2005,1464,
Russian Federation,1986,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2005,52,
Russian Federation,1986,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2005,662,
Russian Federation,1985,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2005,2375147,
Russian Federation,1985,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2005,215894,
Russian Federation,1985,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2005,947090,
Russian Federation,1985,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2005,723131,
Russian Federation,1985,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2005,359795,
Russian Federation,1985,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2005,115170,
Russian Federation,1985,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2005,11739,
Russian Federation,1985,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2005,1598,
Russian Federation,1985,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2005,60,
Russian Federation,1985,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2005,670,
Saint Helena ex. dep.,2000,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2001,56,
Saint Helena ex. dep.,2000,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2001,7,
Saint Helena ex. dep.,2000,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2001,16,
Saint Helena ex. dep.,2000,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2001,12,
Saint Helena ex. dep.,2000,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2001,13,
Saint Helena ex. dep.,2000,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2001,7,
Saint Helena ex. dep.,2000,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2001,1,
Saint Helena ex. dep.,1999,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2000,52,
Saint Helena ex. dep.,1999,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2000,6,
Saint Helena ex. dep.,1999,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2000,10,
Saint Helena ex. dep.,1999,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2000,19,
Saint Helena ex. dep.,1999,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2000,6,
Saint Helena ex. dep.,1999,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2000,8,
Saint Helena ex. dep.,1999,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2000,3,
Saint Helena ex. dep.,1998,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1999,49,
Saint Helena ex. dep.,1998,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1999,1,
Saint Helena ex. dep.,1998,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1999,10,
Saint Helena ex. dep.,1998,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1999,7,
Saint Helena ex. dep.,1998,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1999,17,
Saint Helena ex. dep.,1998,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1999,9,
Saint Helena ex. dep.,1998,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1999,4,
Saint Helena ex. dep.,1998,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1999,1,
Saint Helena ex. dep.,1997,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1999,65,
Saint Helena ex. dep.,1997,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1999,1,
Saint Helena ex. dep.,1997,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1999,8,
Saint Helena ex. dep.,1997,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1999,12,
Saint Helena ex. dep.,1997,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1999,18,
Saint Helena ex. dep.,1997,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1999,16,
Saint Helena ex. dep.,1997,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1999,7,
Saint Helena ex. dep.,1997,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1999,3,
Saint Kitts and Nevis,2001,Total,Both Sexes,Total,Data tabulated by year of registration,"Final figure, complete",2002,803,
Saint Kitts and Nevis,2001,Total,Both Sexes,14-Oct,Data tabulated by year of registration,"Final figure, complete",2002,3,
Saint Kitts and Nevis,2001,Total,Both Sexes,15 - 19,Data tabulated by year of registration,"Final figure, complete",2002,164,
Saint Kitts and Nevis,2001,Total,Both Sexes,20 - 24,Data tabulated by year of registration,"Final figure, complete",2002,241,
Saint Kitts and Nevis,2001,Total,Both Sexes,25 - 29,Data tabulated by year of registration,"Final figure, complete",2002,166,
Saint Kitts and Nevis,2001,Total,Both Sexes,30 - 34,Data tabulated by year of registration,"Final figure, complete",2002,148,
Saint Kitts and Nevis,2001,Total,Both Sexes,35 - 39,Data tabulated by year of registration,"Final figure, complete",2002,67,
Saint Kitts and Nevis,2001,Total,Both Sexes,40 +,Data tabulated by year of registration,"Final figure, complete",2002,14,
Saint Kitts and Nevis,2000,Total,Both Sexes,Total,Data tabulated by year of registration,"Final figure, complete",2002,838,
Saint Kitts and Nevis,2000,Total,Both Sexes,14-Oct,Data tabulated by year of registration,"Final figure, complete",2002,2,
Saint Kitts and Nevis,2000,Total,Both Sexes,15 - 19,Data tabulated by year of registration,"Final figure, complete",2002,160,
Saint Kitts and Nevis,2000,Total,Both Sexes,20 - 24,Data tabulated by year of registration,"Final figure, complete",2002,244,
Saint Kitts and Nevis,2000,Total,Both Sexes,25 - 29,Data tabulated by year of registration,"Final figure, complete",2002,197,
Saint Kitts and Nevis,2000,Total,Both Sexes,30 - 34,Data tabulated by year of registration,"Final figure, complete",2002,124,
Saint Kitts and Nevis,2000,Total,Both Sexes,35 - 39,Data tabulated by year of registration,"Final figure, complete",2002,85,
Saint Kitts and Nevis,2000,Total,Both Sexes,40 - 44,Data tabulated by year of registration,"Final figure, complete",2002,25,
Saint Kitts and Nevis,2000,Total,Both Sexes,45 +,Data tabulated by year of registration,"Final figure, complete",2002,1,
Saint Kitts and Nevis,1999,Total,Both Sexes,Total,Data tabulated by year of registration,"Final figure, complete",2002,864,
Saint Kitts and Nevis,1999,Total,Both Sexes,14-Oct,Data tabulated by year of registration,"Final figure, complete",2002,4,
Saint Kitts and Nevis,1999,Total,Both Sexes,15 - 19,Data tabulated by year of registration,"Final figure, complete",2002,153,
Saint Kitts and Nevis,1999,Total,Both Sexes,20 - 24,Data tabulated by year of registration,"Final figure, complete",2002,225,
Saint Kitts and Nevis,1999,Total,Both Sexes,25 - 29,Data tabulated by year of registration,"Final figure, complete",2002,196,
Saint Kitts and Nevis,1999,Total,Both Sexes,30 - 34,Data tabulated by year of registration,"Final figure, complete",2002,168,
Saint Kitts and Nevis,1999,Total,Both Sexes,35 - 39,Data tabulated by year of registration,"Final figure, complete",2002,97,
Saint Kitts and Nevis,1999,Total,Both Sexes,40 +,Data tabulated by year of registration,"Final figure, complete",2002,21,
Saint Kitts and Nevis,1996,Total,Both Sexes,Total,Data tabulated by year of registration,"Final figure, complete",1997,833,
Saint Kitts and Nevis,1996,Total,Both Sexes,14-Oct,Data tabulated by year of registration,"Final figure, complete",1997,5,
Saint Kitts and Nevis,1996,Total,Both Sexes,15 - 19,Data tabulated by year of registration,"Final figure, complete",1997,153,
Saint Kitts and Nevis,1996,Total,Both Sexes,20 - 24,Data tabulated by year of registration,"Final figure, complete",1997,230,
Saint Kitts and Nevis,1996,Total,Both Sexes,25 - 29,Data tabulated by year of registration,"Final figure, complete",1997,195,
Saint Kitts and Nevis,1996,Total,Both Sexes,30 - 34,Data tabulated by year of registration,"Final figure, complete",1997,140,
Saint Kitts and Nevis,1996,Total,Both Sexes,35 - 39,Data tabulated by year of registration,"Final figure, complete",1997,90,
Saint Kitts and Nevis,1996,Total,Both Sexes,40 - 44,Data tabulated by year of registration,"Final figure, complete",1997,18,
Saint Kitts and Nevis,1996,Total,Both Sexes,45 +,Data tabulated by year of registration,"Final figure, complete",1997,2,
Saint Kitts and Nevis,1995,Total,Both Sexes,Total,Data tabulated by year of registration,"Final figure, complete",1996,797,
Saint Kitts and Nevis,1995,Total,Both Sexes,0 - 14,Data tabulated by year of registration,"Final figure, complete",1996,3,
Saint Kitts and Nevis,1995,Total,Both Sexes,15 - 19,Data tabulated by year of registration,"Final figure, complete",1996,130,
Saint Kitts and Nevis,1995,Total,Both Sexes,20 - 24,Data tabulated by year of registration,"Final figure, complete",1996,232,
Saint Kitts and Nevis,1995,Total,Both Sexes,25 - 29,Data tabulated by year of registration,"Final figure, complete",1996,197,
Saint Kitts and Nevis,1995,Total,Both Sexes,30 - 34,Data tabulated by year of registration,"Final figure, complete",1996,150,
Saint Kitts and Nevis,1995,Total,Both Sexes,35 - 39,Data tabulated by year of registration,"Final figure, complete",1996,76,
Saint Kitts and Nevis,1995,Total,Both Sexes,40 - 44,Data tabulated by year of registration,"Final figure, complete",1996,7,
Saint Kitts and Nevis,1995,Total,Both Sexes,45 +,Data tabulated by year of registration,"Final figure, complete",1996,2,
Saint Kitts and Nevis,1994,Total,Both Sexes,Total,Data tabulated by year of registration,"Final figure, complete",1995,909,
Saint Kitts and Nevis,1994,Total,Both Sexes,0 - 14,Data tabulated by year of registration,"Final figure, complete",1995,8,
Saint Kitts and Nevis,1994,Total,Both Sexes,15 - 19,Data tabulated by year of registration,"Final figure, complete",1995,158,
Saint Kitts and Nevis,1994,Total,Both Sexes,20 - 24,Data tabulated by year of registration,"Final figure, complete",1995,246,
Saint Kitts and Nevis,1994,Total,Both Sexes,25 - 29,Data tabulated by year of registration,"Final figure, complete",1995,228,
Saint Kitts and Nevis,1994,Total,Both Sexes,30 - 34,Data tabulated by year of registration,"Final figure, complete",1995,175,
Saint Kitts and Nevis,1994,Total,Both Sexes,35 - 39,Data tabulated by year of registration,"Final figure, complete",1995,82,
Saint Kitts and Nevis,1994,Total,Both Sexes,40 +,Data tabulated by year of registration,"Final figure, complete",1995,12,
Saint Kitts and Nevis,1993,Total,Both Sexes,Total,Data tabulated by year of registration,"Final figure, complete",1994,849,
Saint Kitts and Nevis,1993,Total,Both Sexes,0 - 14,Data tabulated by year of registration,"Final figure, complete",1994,7,
Saint Kitts and Nevis,1993,Total,Both Sexes,15 - 19,Data tabulated by year of registration,"Final figure, complete",1994,137,
Saint Kitts and Nevis,1993,Total,Both Sexes,20 - 24,Data tabulated by year of registration,"Final figure, complete",1994,238,
Saint Kitts and Nevis,1993,Total,Both Sexes,25 - 29,Data tabulated by year of registration,"Final figure, complete",1994,216,
Saint Kitts and Nevis,1993,Total,Both Sexes,30 - 34,Data tabulated by year of registration,"Final figure, complete",1994,158,
Saint Kitts and Nevis,1993,Total,Both Sexes,35 - 39,Data tabulated by year of registration,"Final figure, complete",1994,81,
Saint Kitts and Nevis,1993,Total,Both Sexes,40 +,Data tabulated by year of registration,"Final figure, complete",1994,12,
Saint Kitts and Nevis,1992,Total,Both Sexes,Total,Data tabulated by year of registration,"Final figure, complete",1994,842,
Saint Kitts and Nevis,1992,Total,Both Sexes,0 - 14,Data tabulated by year of registration,"Final figure, complete",1994,5,
Saint Kitts and Nevis,1992,Total,Both Sexes,15 - 19,Data tabulated by year of registration,"Final figure, complete",1994,161,
Saint Kitts and Nevis,1992,Total,Both Sexes,20 - 24,Data tabulated by year of registration,"Final figure, complete",1994,219,
Saint Kitts and Nevis,1992,Total,Both Sexes,25 - 29,Data tabulated by year of registration,"Final figure, complete",1994,224,
Saint Kitts and Nevis,1992,Total,Both Sexes,30 - 34,Data tabulated by year of registration,"Final figure, complete",1994,164,
Saint Kitts and Nevis,1992,Total,Both Sexes,35 - 39,Data tabulated by year of registration,"Final figure, complete",1994,60,
Saint Kitts and Nevis,1992,Total,Both Sexes,40 +,Data tabulated by year of registration,"Final figure, complete",1994,9,
Saint Kitts and Nevis,1991,Total,Both Sexes,Total,Data tabulated by year of registration,"Final figure, complete",1994,915,
Saint Kitts and Nevis,1991,Total,Both Sexes,0 - 14,Data tabulated by year of registration,"Final figure, complete",1994,2,
Saint Kitts and Nevis,1991,Total,Both Sexes,15 - 19,Data tabulated by year of registration,"Final figure, complete",1994,161,
Saint Kitts and Nevis,1991,Total,Both Sexes,20 - 24,Data tabulated by year of registration,"Final figure, complete",1994,246,
Saint Kitts and Nevis,1991,Total,Both Sexes,25 - 29,Data tabulated by year of registration,"Final figure, complete",1994,250,
Saint Kitts and Nevis,1991,Total,Both Sexes,30 - 34,Data tabulated by year of registration,"Final figure, complete",1994,156,
Saint Kitts and Nevis,1991,Total,Both Sexes,35 - 39,Data tabulated by year of registration,"Final figure, complete",1994,89,
Saint Kitts and Nevis,1991,Total,Both Sexes,40 - 44,Data tabulated by year of registration,"Final figure, complete",1994,10,
Saint Kitts and Nevis,1991,Total,Both Sexes,45 +,Data tabulated by year of registration,"Final figure, complete",1994,1,
Saint Kitts and Nevis,1990,Total,Both Sexes,Total,Data tabulated by year of registration,"Final figure, complete",1994,966,
Saint Kitts and Nevis,1990,Total,Both Sexes,0 - 14,Data tabulated by year of registration,"Final figure, complete",1994,5,
Saint Kitts and Nevis,1990,Total,Both Sexes,15 - 19,Data tabulated by year of registration,"Final figure, complete",1994,160,
Saint Kitts and Nevis,1990,Total,Both Sexes,20 - 24,Data tabulated by year of registration,"Final figure, complete",1994,302,
Saint Kitts and Nevis,1990,Total,Both Sexes,25 - 29,Data tabulated by year of registration,"Final figure, complete",1994,241,
Saint Kitts and Nevis,1990,Total,Both Sexes,30 - 34,Data tabulated by year of registration,"Final figure, complete",1994,183,
