Mauritius,2000,18,18,94.538963,93.72183839,x,x,9.8,0.7,22.6,28.5,34.2,101,1960
Mauritius,2001,18,18,x,x,x,x,x,x,x,x,34.4,101.8,1713
Mauritius,2002,18,18,x,x,39.3,75.8,x,x,x,x,34.3,102,1730
Mauritius,2003,18,18,x,x,x,x,x,x,x,x,34.4,102.1,1720
Mauritius,2004,18,18,x,x,x,x,x,x,x,x,35.3,102.2,x
Mauritius,2005,18,18,x,x,x,x,x,x,x,x,35.7,101.4,1560
Mauritius,2006,18,18,x,x,x,x,x,x,x,x,35.9,x,x
Mauritius,2011,18,18,97.82863,95.79433,x,x,x,x,x,x,x,x,x
Mexico,1970,14,16,x,x,x,x,21.2,5.2,21.2,24.4,x,x,x
Mexico,1977,14,16,x,x,23.3,30.3,x,x,x,x,x,x,x
Mexico,1979,14,16,x,x,32,37.8,x,x,x,x,x,x,x
Mexico,1980,14,16,90.86093953,93.08718594,x,x,20.5,7,21.6,24.1,x,x,x
Mexico,1982,14,16,x,x,41.5,47.7,x,x,x,x,x,x,x
Mexico,1985,14,16,x,x,x,x,x,x,x,x,29.4,101.2,x
Mexico,1986,14,16,x,x,x,x,x,x,x,x,29.8,x,x
Mexico,1987,14,16,x,x,44.6,52.7,x,x,x,x,30.2,x,x
Mexico,1988,14,16,x,x,x,x,x,x,x,x,30.6,x,x
Mexico,1989,14,16,x,x,x,x,x,x,x,x,30.3,x,x
Mexico,1990,14,16,95.41824321,95.9634567,x,x,15.9,5.4,22.4,24.7,30,101.7,x
Mexico,1991,14,16,x,x,x,x,x,x,x,x,29.7,100.8,x
Mexico,1992,14,16,x,x,55.2,63.1,x,x,x,x,30.1,100.8,x
Mexico,1993,14,16,x,x,x,x,x,x,x,x,30.6,100.8,x
Mexico,1994,14,16,x,x,x,x,x,x,x,x,31.2,100.9,x
Mexico,1995,14,16,x,x,57.5,66.5,x,x,x,x,32,102.3,x
Mexico,1996,14,16,x,x,x,x,x,x,x,x,31.7,101.2,x
Mexico,1997,14,16,x,x,59.5,68.4,x,x,x,x,33.1,101.4,x
Mexico,1998,14,16,x,x,x,x,x,x,x,x,32.9,101.7,x
Mexico,1999,14,16,x,x,x,x,x,x,x,x,32.7,101.9,x
Mexico,2000,14,16,96.48236059,96.75119972,x,x,17.2,5.9,22.7,25,33,102.6,x
Mexico,2001,14,16,x,x,x,x,x,x,x,x,32.7,102.2,x
Mexico,2002,14,16,97.60458343,97.94070204,x,x,x,x,x,x,33.3,102.4,x
Mexico,2003,14,16,x,x,69.3,74.5,x,x,x,x,33.3,102.5,x
Mexico,2004,14,16,97.60792845,97.51729628,x,x,x,x,x,x,34.4,102.7,x
Mexico,2005,14,16,97.63584268,97.64424541,x,x,x,x,x,x,34.8,104.8,x
Mexico,2006,14,16,97.69171846,98.10612218,66.5,70.9,x,x,x,x,35.3,x,x
Mexico,2007,14,16,98.15608978,98.19888191,x,x,x,x,x,x,x,x,x
Mexico,2008,14,16,98.3564215,98.40971453,x,x,x,x,x,x,x,x,x
Mexico,2009,14,16,98.52466089,98.67002636,x,x,x,x,x,x,x,x,x
Mexico,2010,14,16,98.49213392,98.37556598,x,x,17,6.4,23,25.5,x,x,x
Mexico,2011,14,16,98.46177252,98.41656107,x,x,x,x,x,x,x,x,x
Mongolia,1979,18,18,x,x,x,x,15.4,1.8,21.6,24.9,x,x,x
Mongolia,1985,18,18,x,x,x,x,x,x,x,x,39.9,99,x
Mongolia,1986,18,18,x,x,x,x,x,x,x,x,40.2,99.6,x
Mongolia,1987,18,18,x,x,x,x,x,x,x,x,40.4,99.6,x
Mongolia,1988,18,18,x,x,x,x,x,x,x,x,40.7,99.7,x
Mongolia,1989,18,18,x,x,x,x,9,1.6,22.6,25,40.7,100,x
Mongolia,1990,18,18,x,x,x,x,x,x,x,x,41,100.4,4468
Mongolia,1991,18,18,x,x,x,x,x,x,x,x,40.9,103.4,x
Mongolia,1992,18,18,x,x,x,x,x,x,x,x,40.8,103.5,x
Mongolia,1993,18,18,x,x,x,x,x,x,x,x,40.7,103.7,x
Mongolia,1994,18,18,x,x,41.2,57.3,x,x,x,x,40.6,103.6,4500
Mongolia,1995,18,18,x,x,x,x,x,x,x,x,40.4,100,3990
Mongolia,1996,18,18,x,x,x,x,3.4,x,23.6,x,40.5,102.9,3747
Mongolia,1997,18,18,x,x,x,x,x,x,x,x,40.4,103,4917
Mongolia,1998,18,18,x,x,45.7,59.9,x,x,x,x,40.4,103.4,3708
Mongolia,1999,18,18,x,x,x,x,x,x,x,x,40.4,102.5,3995
Mongolia,2000,18,18,97.71011943,96.99860752,54.4,67.4,5.6,1.3,23.7,25.7,40.4,100.1,3666
Mongolia,2001,18,18,x,x,x,x,x,x,x,x,40.3,102.9,4046
Mongolia,2002,18,18,x,x,x,x,x,x,x,x,40.4,103.9,3068
Mongolia,2003,18,18,x,x,58.4,69,x,x,x,x,40.3,104.1,2680
Mongolia,2004,18,18,x,x,x,x,x,x,x,x,40.4,104.4,2761
Mongolia,2005,18,18,x,x,60.6,66,x,x,x,x,40.4,100.5,2262
Mongolia,2006,18,18,x,x,x,x,x,x,x,x,40.4,x,x
Mongolia,2008,18,18,x,x,49.6,55.2,x,x,x,x,x,x,x
Mongolia,2010,18,18,x,x,x,x,3.6,1.2,24.2,26.2,x,x,x
Mongolia,2011,18,18,97.25485,94.11721,x,x,x,x,x,x,x,x,x
Morocco,1971,18,18,x,x,x,x,33.8,4.1,19.1,25,x,x,x
Morocco,1980,18,18,x,x,16.4,19.4,x,x,x,x,x,x,x
Morocco,1982,18,18,30.95091101,58.11692251,x,x,18.5,2.1,22.2,27.1,x,x,x
Morocco,1984,18,18,x,x,21.2,25.5,x,x,x,x,x,x,x
Morocco,1985,18,18,x,x,x,x,x,x,x,x,22.3,100.1,x
Morocco,1986,18,18,x,x,x,x,x,x,x,x,22.7,x,x
Morocco,1987,18,18,x,x,28.9,35.9,x,x,x,x,22.7,x,x
Morocco,1988,18,18,x,x,x,x,x,x,x,x,23.2,x,x
Morocco,1989,18,18,x,x,x,x,x,x,x,x,23.4,104.3,x
Morocco,1990,18,18,x,x,x,x,x,x,x,x,23.7,100.5,31012
Morocco,1991,18,18,x,x,x,x,x,x,x,x,24.1,104,34742
Morocco,1992,18,18,x,x,35.5,41.5,x,x,x,x,24.3,103.9,x
Morocco,1993,18,18,x,x,x,x,x,x,x,x,24.6,103.8,49847
Morocco,1994,18,18,58.43488808,71.38491296,x,x,12.8,1.1,25.3,29.8,25.1,101,x
Morocco,1995,18,18,x,x,42.4,50.3,x,x,x,x,25.3,101.2,37211
Morocco,1996,18,18,x,x,x,x,x,x,x,x,25.9,101,48372
Morocco,1997,18,18,x,x,48.8,58.4,x,x,x,x,26.3,101,50632
Morocco,1998,18,18,x,x,x,x,x,x,x,x,26.8,101,50083
Morocco,1999,18,18,x,x,x,x,x,x,x,x,27.2,101,48561
Morocco,2000,18,18,x,x,x,x,x,x,x,x,25.9,102.2,47467
Morocco,2001,18,18,x,x,x,x,x,x,x,x,24.6,101,46065
Morocco,2002,18,18,x,x,x,x,x,x,x,x,24.5,101,x
Morocco,2003,18,18,x,x,x,x,11.1,x,26.4,x,25.9,101,x
Morocco,2004,18,18,60.49289164,80.80266856,52,63,11.1,0.8,26.4,31.2,26,102.7,x
Morocco,2005,18,18,x,x,x,x,x,x,x,x,26.1,103.2,x
Morocco,2006,18,18,x,x,x,x,x,x,x,x,26.2,x,x
Morocco,2008,18,18,77.86296264,85.80525128,x,x,x,x,x,x,x,x,x
Morocco,2009,18,18,72.14523796,86.72862296,x,x,x,x,x,x,x,x,x
Morocco,2011,18,18,81.51006786,88.82941911,x,x,x,x,x,x,x,x,x
Mozambique,1970,14,16,x,x,x,x,30.8,4,19.9,24.7,x,x,x
Mozambique,1980,14,16,25.11539346,63.95417621,x,x,52.4,8.4,17.8,22.6,x,x,x
Mozambique,1985,14,16,x,x,x,x,x,x,x,x,51.3,105.1,x
Mozambique,1986,14,16,x,x,x,x,x,x,x,x,51.7,104.3,x
Mozambique,1987,14,16,x,x,x,x,x,x,x,x,52.4,104.5,x
Mozambique,1988,14,16,x,x,x,x,x,x,x,x,53,105,x
Mozambique,1989,14,16,x,x,x,x,x,x,x,x,53.6,105.5,x
Mozambique,1990,14,16,x,x,x,x,x,x,x,x,54,109.2,x
Mozambique,1991,14,16,x,x,x,x,x,x,x,x,54.1,106.7,x
Mozambique,1992,14,16,x,x,x,x,x,x,x,x,54,106.8,x
Mozambique,1993,14,16,x,x,x,x,x,x,x,x,53.9,106.6,x
Mozambique,1994,14,16,x,x,x,x,x,x,x,x,53.8,106.3,x
Mozambique,1995,14,16,x,x,x,x,x,x,x,x,53.6,109.6,x
Mozambique,1996,14,16,x,x,x,x,x,x,x,x,53.6,110.5,x
Mozambique,1997,14,16,46.96999986,59.45270084,5.1,5.6,47.1,3.8,18,22.6,53.6,111.2,x
Mozambique,1998,14,16,x,x,x,x,x,x,x,x,53.6,112,x
Mozambique,1999,14,16,x,x,x,x,x,x,x,x,53.6,112.8,x
Mozambique,2000,14,16,x,x,x,x,x,x,x,x,53.6,108.1,x
Mozambique,2001,14,16,x,x,x,x,x,x,x,x,53.7,x,x
Mozambique,2002,14,16,x,x,x,x,x,x,x,x,53.7,x,x
Mozambique,2003,14,16,50.03891051,74.36054839,x,x,43.3,x,18.7,x,53.7,x,x
Mozambique,2004,14,16,x,x,11.8,16.5,x,x,x,x,53.5,x,x
Mozambique,2005,14,16,x,x,x,x,x,x,x,x,53.4,106.7,x
Mozambique,2006,14,16,x,x,x,x,x,x,x,x,53.4,x,x
Mozambique,2007,14,16,x,x,x,x,44.8,8.4,18.9,23.3,x,x,x
Mozambique,2008,14,16,x,x,12.2,16.2,x,x,x,x,x,x,x
Mozambique,2009,14,16,67.1496373,79.84043864,x,x,x,x,x,x,x,x,x
Mozambique,2011,14,16,x,x,11.3,11.6,x,x,x,x,x,x,x
Myanmar,1973,18,18,x,x,x,x,22,7.8,21.3,23.9,x,x,x
Myanmar,1983,18,18,84.89707494,88.56580205,x,x,16.9,6.7,22.4,24.6,x,x,x
Myanmar,1985,18,18,x,x,x,x,x,x,x,x,44.6,100.8,x
Myanmar,1986,18,18,x,x,x,x,x,x,x,x,44.6,101.2,x
Myanmar,1987,18,18,x,x,x,x,x,x,x,x,44.6,x,x
Myanmar,1988,18,18,x,x,x,x,x,x,x,x,44.7,x,x
Myanmar,1989,18,18,x,x,x,x,x,x,x,x,44.7,x,x
Myanmar,1990,18,18,x,x,x,x,x,x,x,x,44.7,100.8,x
Myanmar,1991,18,18,x,x,13.6,16.8,10.7,3.3,24.5,26.4,44.7,101.8,x
Myanmar,1992,18,18,x,x,x,x,x,x,x,x,44.7,101.8,x
Myanmar,1993,18,18,x,x,x,x,x,x,x,x,44.7,101.1,x
Myanmar,1994,18,18,x,x,x,x,x,x,x,x,44.7,101.2,x
Myanmar,1995,18,18,x,x,x,x,x,x,x,x,44.7,100.9,x
Myanmar,1996,18,18,x,x,x,x,x,x,x,x,44.7,x,x
Myanmar,1997,18,18,x,x,28.3,32.7,x,x,x,x,44.8,101.4,x
Myanmar,1998,18,18,x,x,x,x,x,x,x,x,44.8,x,x
Myanmar,1999,18,18,x,x,x,x,x,x,x,x,44.8,x,x
Myanmar,2000,18,18,93.47118079,95.78809893,x,x,x,x,x,x,44.8,101.2,x
Myanmar,2001,18,18,x,x,32.8,37,8.4,x,25.8,x,44.9,x,x
Myanmar,2002,18,18,x,x,x,x,x,x,x,x,44.9,x,x
Myanmar,2003,18,18,x,x,x,x,x,x,x,x,45,x,x
Myanmar,2004,18,18,x,x,x,x,x,x,x,x,45,x,x
Myanmar,2005,18,18,x,x,x,x,x,x,x,x,45.1,101.9,x
Myanmar,2006,18,18,x,x,x,x,x,x,x,x,45.1,x,x
Myanmar,2007,18,18,x,x,38.4,41,7.2,4,26.1,27.6,x,x,x
Myanmar,2010,18,18,x,x,45.7,46,x,x,x,x,x,x,x
Myanmar,2011,18,18,96.0959,96.34228,x,x,x,x,x,x,x,x,x
Namibia,1960,21,21,x,x,x,x,11.2,0.9,21.8,27.8,x,x,x
Namibia,1985,21,21,x,x,x,x,x,x,x,x,49.7,106.2,x
Namibia,1986,21,21,x,x,x,x,x,x,x,x,49,x,x
Namibia,1987,21,21,x,x,x,x,x,x,x,x,47.3,x,x
Namibia,1988,21,21,x,x,x,x,x,x,x,x,47.4,x,x
Namibia,1989,21,21,x,x,32.1,40.9,x,x,x,x,46.2,x,x
Namibia,1990,21,21,x,x,x,x,x,x,x,x,44.8,104.8,x
Namibia,1991,21,21,90.41715652,85.70274358,x,x,6.7,1.1,27.3,31.1,45,105.4,x
Namibia,1992,21,21,x,x,26,28.9,x,x,x,x,45.5,x,x
Namibia,1993,21,21,x,x,x,x,x,x,x,x,45,x,x
Namibia,1994,21,21,x,x,x,x,x,x,x,x,45.4,x,x
Namibia,1995,21,21,x,x,x,x,x,x,x,x,45.3,104,x
Namibia,1996,21,21,x,x,x,x,x,x,x,x,45.3,x,x
Namibia,1997,21,21,x,x,x,x,x,x,x,x,45.4,x,x
Namibia,1998,21,21,x,x,x,x,x,x,x,x,45.1,x,x
Namibia,1999,21,21,x,x,x,x,x,x,x,x,44.9,x,x
Namibia,2000,21,21,x,x,42.6,43.7,6.1,2.6,27.5,30.1,44.8,103.6,x
Namibia,2001,21,21,92.33671412,91.15274027,x,x,5.7,0.8,28.9,32.2,44.3,106.2,x
Namibia,2002,21,21,x,x,x,x,x,x,x,x,44,x,x
Namibia,2003,21,21,x,x,x,x,x,x,x,x,44,x,x
Namibia,2004,21,21,x,x,x,x,x,x,x,x,44.1,x,x
Namibia,2005,21,21,x,x,x,x,x,x,x,x,43.8,103,x
Namibia,2006,21,21,x,x,x,x,5.4,0.4,28.3,30.2,43.8,x,x
Namibia,2007,21,21,90.61542703,83.23857825,53.5,55.1,x,x,x,x,x,x,x
Nepal,1971,20,20,x,x,x,x,60.7,27,17.5,21.1,x,x,x
Nepal,1976,20,20,x,x,2.4,2.4,x,x,x,x,x,x,x
Nepal,1981,20,20,14.96660718,45.09614122,6.8,6.8,50.8,25.9,17.9,21.5,x,x,x
Nepal,1985,20,20,x,x,x,x,x,x,x,x,35.8,98.1,x
Nepal,1986,20,20,x,x,15.1,15.1,x,x,x,x,36.1,x,x
Nepal,1987,20,20,x,x,x,x,x,x,x,x,36.5,x,x
Nepal,1988,20,20,x,x,x,x,x,x,x,x,36.9,x,x
Nepal,1989,20,20,x,x,x,x,x,x,x,x,37.3,x,x
Nepal,1990,20,20,x,x,x,x,x,x,x,x,37.9,98.4,x
Nepal,1991,20,20,49.60371784,68.2296262,24.1,24.1,46.6,20,18.5,21.7,38.5,100.5,x
Nepal,1992,20,20,x,x,x,x,x,x,x,x,38.7,x,x
Nepal,1993,20,20,x,x,x,x,x,x,x,x,38.9,x,x
Nepal,1994,20,20,x,x,x,x,x,x,x,x,39.1,x,x
Nepal,1995,20,20,x,x,x,x,x,x,x,x,39.3,101,x
Nepal,1996,20,20,x,x,26,28.5,x,x,x,x,39.5,100.4,x
Nepal,1997,20,20,x,x,x,x,x,x,x,x,39.7,x,x
Nepal,1998,20,20,x,x,x,x,x,x,x,x,39.8,x,x
Nepal,1999,20,20,x,x,x,x,x,x,x,x,40,100.3,x
Nepal,2000,20,20,x,x,37.1,37.3,x,x,x,x,40.1,101.4,x
Nepal,2001,20,20,60.14379214,80.61596701,35.4,39.3,33.7,12,19.6,23,40.4,100.2,x
Nepal,2002,20,20,x,x,x,x,x,x,x,x,40.7,100.1,x
Nepal,2003,20,20,x,x,x,x,x,x,x,x,41,100,x
Nepal,2004,20,20,x,x,37.9,38.3,x,x,x,x,40.4,99.9,x
Nepal,2005,20,20,x,x,x,x,x,x,x,x,40.5,101.8,x
Nepal,2006,20,20,x,x,44.2,48,x,x,x,x,40.6,x,x
Nepal,2011,20,20,82.35368674,89.23629335,43.2,49.7,28.9,7,19.9,23.7,x,x,x
Netherlands,1969,18,18,x,x,41.6,59,x,x,x,x,x,x,x
Netherlands,1970,18,18,x,x,x,x,4.9,0.7,22,25.2,x,x,x
Netherlands,1975,18,18,x,x,69.1,75,x,x,x,x,x,x,x
Netherlands,1977,18,18,x,x,65.2,73,x,x,x,x,x,x,x
Netherlands,1982,18,18,x,x,73.9,76.9,x,x,x,x,x,x,x
Netherlands,1985,18,18,x,x,x,x,1.4,0.1,25.2,27.9,37.1,102.2,4116
Netherlands,1986,18,18,x,x,x,x,x,x,x,x,37.3,102.3,4051
Netherlands,1987,18,18,x,x,x,x,x,x,x,x,37.4,102.3,3985
Netherlands,1988,18,18,x,x,72,76.2,x,x,x,x,38.1,102.3,4187
Netherlands,1989,18,18,x,x,x,x,x,x,x,x,38.2,102.4,4243
Netherlands,1990,18,18,x,x,x,x,x,x,x,x,39.1,102.3,4377
Netherlands,1991,18,18,x,x,x,x,x,x,x,x,39.5,102.3,4131
Netherlands,1992,18,18,x,x,x,x,x,x,x,x,39.9,102.2,3682
Netherlands,1993,18,18,x,x,75.6,78.5,x,x,x,x,40.6,x,3347
Netherlands,1994,18,18,x,x,x,x,x,x,x,x,40.9,102.2,3139
Netherlands,1995,18,18,x,x,x,x,1.1,0.1,28.2,30.8,41.3,102.2,2635
Netherlands,1996,18,18,x,x,x,x,x,x,x,x,41.6,102.2,2511
Netherlands,1997,18,18,x,x,x,x,x,x,x,x,42.1,102.3,x
Netherlands,1998,18,18,x,x,70,71,x,x,x,x,42.2,102.2,2832
Netherlands,1999,18,18,x,x,x,x,x,x,x,x,42.8,102.2,x
Netherlands,2000,18,18,x,x,x,x,x,x,x,x,43.1,102.1,2503
Netherlands,2001,18,18,x,x,x,x,x,x,x,x,43.4,102.1,2686
Netherlands,2002,18,18,x,x,x,x,x,x,x,x,43.7,102,2649
Netherlands,2003,18,18,x,x,65,67,x,x,x,x,44.1,102,2484
Netherlands,2004,18,18,x,x,x,x,x,x,x,x,44.4,102.1,2182
Netherlands,2005,18,18,x,x,x,x,0.5,0.1,30.5,33,44.6,102.2,2023
Netherlands,2006,18,18,x,x,x,x,x,x,x,x,44.8,x,x
Netherlands,2008,18,18,x,x,67,69,x,x,x,x,x,x,x
Netherlands,2011,18,18,x,x,x,x,0.2,0,31.5,33.9,x,x,x
New Zealand,1976,20,20,x,x,61.5,70.1,10.3,2,21.5,24,x,x,x
New Zealand,1985,20,20,x,x,x,x,x,x,x,x,41.3,101.9,4535
New Zealand,1986,20,20,x,x,x,x,5.6,1.9,24.2,26.3,41.5,101.9,4502
New Zealand,1987,20,20,x,x,x,x,x,x,x,x,41.9,102.2,4801
New Zealand,1988,20,20,x,x,x,x,x,x,x,x,42.4,102.5,4802
New Zealand,1989,20,20,x,x,x,x,x,x,x,x,42.5,102.9,4989
New Zealand,1990,20,20,x,x,x,x,x,x,x,x,43.1,102.7,5037
New Zealand,1991,20,20,x,x,x,x,x,x,x,x,43.4,103.5,4907
New Zealand,1992,20,20,x,x,x,x,x,x,x,x,43.5,103.3,4626
New Zealand,1993,20,20,x,x,x,x,x,x,x,x,43.4,103.3,4386
New Zealand,1994,20,20,x,x,x,x,x,x,x,x,43.8,103.2,4203
New Zealand,1995,20,20,x,x,72.3,75,x,x,x,x,44.1,102.9,4444
New Zealand,1996,20,20,x,x,x,x,6.9,3,25.4,27.2,44.6,102.9,4406
New Zealand,1997,20,20,x,x,x,x,x,x,x,x,44.7,102.9,4401
New Zealand,1998,20,20,x,x,x,x,x,x,x,x,44.9,103.2,3924
New Zealand,1999,20,20,x,x,x,x,x,x,x,x,45.2,103.5,3884
New Zealand,2000,20,20,x,x,x,x,x,x,x,x,45.2,103.7,3818
New Zealand,2001,20,20,x,x,x,x,7.6,3.8,25.9,27.6,45.4,103.9,3773
New Zealand,2002,20,20,x,x,x,x,x,x,x,x,45.6,103.7,3622
New Zealand,2003,20,20,x,x,x,x,x,x,x,x,45.8,103.4,3784
New Zealand,2004,20,20,x,x,x,x,x,x,x,x,46.2,103.3,4044
New Zealand,2005,20,20,x,x,x,x,x,x,x,x,46.4,103.2,4136
New Zealand,2006,20,20,x,x,x,x,8.4,4.5,25.6,27,46.6,x,x
Nicaragua,1971,18,21,x,x,x,x,22.2,4,20.2,24.7,x,x,x
Nicaragua,1981,18,21,x,x,22.8,27,x,x,x,x,x,x,x
Nicaragua,1985,18,21,x,x,x,x,x,x,x,x,30.3,99.8,x
Nicaragua,1986,18,21,x,x,x,x,x,x,x,x,30.3,99.9,x
Nicaragua,1987,18,21,x,x,x,x,x,x,x,x,30.1,99.8,x
Nicaragua,1988,18,21,x,x,x,x,x,x,x,x,30,99.7,x
Nicaragua,1989,18,21,x,x,x,x,x,x,x,x,29.8,99.6,x
Nicaragua,1990,18,21,x,x,x,x,x,x,x,x,29.7,100.1,x
Nicaragua,1991,18,21,x,x,x,x,x,x,x,x,29.6,x,x
Nicaragua,1992,18,21,x,x,x,x,37.4,x,19.8,x,29.5,x,x
Nicaragua,1993,18,21,x,x,44.9,48.7,x,x,x,x,29.3,x,x
Nicaragua,1994,18,21,x,x,x,x,x,x,x,x,29.2,x,x
Nicaragua,1995,18,21,x,x,x,x,32.2,9.5,20.1,23.7,29.1,100.2,x
Nicaragua,1996,18,21,x,x,x,x,x,x,x,x,28.9,101.2,x
Nicaragua,1997,18,21,x,x,x,x,x,x,x,x,28.8,101.1,x
Nicaragua,1998,18,21,x,x,57.4,60.3,x,x,x,x,28.7,101.1,x
Nicaragua,1999,18,21,x,x,x,x,x,x,x,x,29.1,101,x
Nicaragua,2000,18,21,x,x,x,x,x,x,x,x,29.7,100.1,x
Nicaragua,2001,18,21,88.81787597,83.63000046,64.3,68.6,x,x,x,x,29.8,100.2,x
Nicaragua,2002,18,21,x,x,x,x,x,x,x,x,29.7,100.3,x
Nicaragua,2003,18,21,x,x,x,x,x,x,x,x,29.8,100.4,x
Nicaragua,2004,18,21,x,x,x,x,x,x,x,x,29.8,100.5,x
Nicaragua,2005,18,21,87.00925049,85.15561637,x,x,28.4,7.8,20.6,24.5,30,100.6,x
Nicaragua,2006,18,21,x,x,x,x,x,x,x,x,30.1,x,x
Nicaragua,2007,18,21,x,x,68.8,72.4,30.3,x,21,x,x,x,x
Niger,1977,15,18,x,x,x,x,79.6,14.9,16.2,22.5,x,x,x
Niger,1985,15,18,x,x,x,x,x,x,x,x,43.3,98.4,x
Niger,1986,15,18,x,x,x,x,x,x,x,x,43.5,x,x
Niger,1987,15,18,x,x,x,x,x,x,x,x,43.6,x,x
Niger,1988,15,18,x,x,x,x,75.3,11.2,16.6,23.4,43.7,101.9,x
Niger,1989,15,18,x,x,x,x,x,x,x,x,43.7,x,x
Niger,1990,15,18,x,x,x,x,x,x,x,x,43.7,99.5,x
Niger,1991,15,18,x,x,x,x,x,x,x,x,43.7,x,x
Niger,1992,15,18,x,x,2.3,4.4,x,x,x,x,43.6,x,x
Niger,1993,15,18,x,x,x,x,x,x,x,x,43.5,x,x
Niger,1994,15,18,x,x,x,x,x,x,x,x,43.3,x,x
Niger,1995,15,18,x,x,x,x,x,x,x,x,43.2,98.6,x
Niger,1996,15,18,x,x,x,x,x,x,x,x,43.1,100.8,x
Niger,1997,15,18,x,x,x,x,x,x,x,x,42.9,100.7,x
Niger,1998,15,18,x,x,4.6,8.2,61.9,4.1,17.6,23.9,42.8,100.7,x
Niger,1999,15,18,x,x,x,x,x,x,x,x,42.6,100.6,x
Niger,2000,15,18,x,x,4.3,14,x,x,x,x,42.5,97.4,x
Niger,2001,15,18,14.23354806,13.68775778,x,x,66.4,8.3,14.4,24.4,42.5,100.6,x
Niger,2002,15,18,x,x,x,x,x,x,x,x,42.5,x,x
Niger,2003,15,18,x,x,x,x,x,x,x,x,42.5,x,x
Niger,2004,15,18,x,x,x,x,x,x,x,x,42.5,x,x
Niger,2005,15,18,36.54677919,52.44952109,x,x,x,x,x,x,42.5,97.3,x
Niger,2006,15,18,x,x,5,11.2,60.6,3.1,17.6,25.1,42.5,x,x
Niger,2007,15,18,x,x,x,x,x,x,x,x,x,x,x
Norway,1970,18,18,x,x,x,x,4.9,0.6,21.9,24.9,x,x,x
Norway,1978,18,18,x,x,65.2,71,x,x,x,x,x,x,x
Norway,1985,18,18,x,x,x,x,x,x,x,x,43.3,102.2,2907
Norway,1986,18,18,x,x,x,x,1,0.1,26,28.3,44.7,102.3,2975
Norway,1987,18,18,x,x,x,x,x,x,x,x,44.7,102.3,2882
Norway,1988,18,18,x,x,x,x,x,x,x,x,44.8,102.2,2940
Norway,1989,18,18,x,x,69.2,73.8,x,x,x,x,44.6,102.2,2805
Norway,1990,18,18,x,x,x,x,x,x,x,x,44.7,102.3,2642
Norway,1991,18,18,x,x,x,x,x,x,x,x,45.4,102.2,2507
Norway,1992,18,18,x,x,x,x,x,x,x,x,45.3,102.2,2304
Norway,1993,18,18,x,x,x,x,x,x,x,x,45.6,102.2,2079
Norway,1994,18,18,x,x,x,x,x,x,x,x,45.6,102.2,x
Norway,1995,18,18,x,x,x,x,x,x,x,x,45.8,102.2,1781
Norway,1996,18,18,x,x,x,x,0.4,0.1,29.9,32.5,46,102.2,1762
Norway,1997,18,18,x,x,x,x,x,x,x,x,46.1,102.2,1654
Norway,1998,18,18,x,x,78.3,86.5,x,x,x,x,46.1,102.1,1607
Norway,1999,18,18,x,x,x,x,x,x,x,x,46.5,102,1514
Norway,2000,18,18,x,x,x,x,x,x,x,x,46.6,101.9,x
Norway,2001,18,18,x,x,x,x,2.1,0.4,26.7,29.4,46.8,101.8,1441
Norway,2002,18,18,x,x,x,x,x,x,x,x,47,101.8,1326
Norway,2003,18,18,x,x,x,x,x,x,x,x,47.2,101.8,1221
Norway,2004,18,18,x,x,x,x,x,x,x,x,47.3,101.7,1134
Norway,2005,18,18,x,x,82.2,88.4,x,x,x,x,47.3,101.5,1153
Norway,2006,18,18,x,x,x,x,x,x,x,x,47.5,x,x
Norway,2010,18,18,x,x,x,x,0.2,0,31.8,33.9,x,x,x
Oman,1985,18,18,x,x,x,x,x,x,x,x,11.9,85.1,x
Oman,1986,18,18,x,x,x,x,x,x,x,x,11.9,x,x
Oman,1987,18,18,x,x,x,x,x,x,x,x,12.1,x,x
Oman,1988,18,18,x,x,x,x,x,x,x,x,11.8,x,x
Oman,1989,18,18,x,x,7.5,8.6,x,x,x,x,11.6,x,x
Oman,1990,18,18,x,x,x,x,x,x,x,x,11.1,79.6,x
Oman,1991,18,18,x,x,x,x,x,x,x,x,10.9,x,x
Oman,1992,18,18,x,x,x,x,x,x,x,x,10.5,x,x
Oman,1993,18,18,x,x,x,x,21.1,2.1,20.7,24.7,10.3,71.3,x
Oman,1994,18,18,x,x,x,x,x,x,x,x,10.1,x,x
Oman,1995,18,18,x,x,18.2,23.7,15.5,1.3,21.7,25.9,10.3,69.6,x
Oman,1996,18,18,x,x,x,x,x,x,x,x,10.5,x,x
Oman,1997,18,18,x,x,x,x,x,x,x,x,10.9,70.9,x
Oman,1998,18,18,x,x,x,x,x,x,x,x,11.5,71.5,x
Oman,1999,18,18,x,x,x,x,x,x,x,x,12.3,70.3,x
Oman,2000,18,18,x,x,24.6,31.7,x,x,x,x,12.9,72.6,x
Oman,2001,18,18,x,x,x,x,x,x,x,x,13.2,70.8,x
Oman,2002,18,18,x,x,x,x,x,x,x,x,13.9,x,x
Oman,2003,18,18,96.66144873,97.86508824,x,x,4.2,0.4,24.8,28.1,14.5,78.2,x
Oman,2004,18,18,x,x,x,x,x,x,x,x,15.8,77.5,x
Oman,2005,18,18,x,x,x,x,x,x,x,x,16.6,78.4,x
Oman,2006,18,18,x,x,x,x,x,x,x,x,17.4,x,x
Oman,2008,18,18,97.62982154,97.63412115,x,x,x,x,x,x,x,x,x
